,STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME,TYPE
0,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.0,ANDHRA PRADESH,VISAKHAPATNAM,Anomaly
1,2020-09-06,2020-10-19,Normal,Normal,Normal,1.0238095238095235,ODISHA,SAMBALPUR,Normal
2,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.0,ANDHRA PRADESH,TIRUPATHI,Anomaly
3,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.0446428571428572,ANDHRA PRADESH,KARIMNAGAR,Anomaly
4,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.0,ANDHRA PRADESH,HYDERABAD,Anomaly
5,2020-09-06,2020-10-19,Normal,Normal,Normal,1.0,ODISHA,BHUBANESHWAR,Normal
6,2020-09-06,2020-10-19,Normal,Normal,Normal,1.1022727272727273,ANDHRA PRADESH,VIJAYWADA,Normal
7,2020-09-06,2020-10-19,Normal,Normal,Normal,1.0,ODISHA,CUTTACK,Normal
