,STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME,TYPE
0,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.6615853658536586,WEST BENGAL,DURGAPUR,Anomaly
1,2020-09-06,2020-10-19,Normal,Anomaly,Normal,1.0217391304347827,WEST BENGAL,KASIPUR,Anomaly
2,2020-09-06,2020-10-19,Normal,Normal,Normal,1.019047619047619,UTTAR PRADESH,CHHIBRAMAU(KANNUJ),Normal
3,2020-09-06,2020-10-19,Normal,Normal,Normal,1.0093457943925233,WEST BENGAL,KATWA,Normal
