0,retail,mandi,arrival,events
2008-03-13,450.0,360.0,30.0,0
2008-03-14,450.0,590.0,30.0,0
2008-03-15,500.0,560.0,30.0,0
2008-03-16,475.0,560.0,30.0,0
2008-03-17,450.0,560.0,25.0,0
2008-03-18,450.0,550.0,30.0,0
2008-03-19,500.0,520.0,30.0,0
2008-03-20,450.0,520.0,30.0,0
2008-03-21,457.8125,520.0,30.0,0
2008-03-22,457.8125,530.0,25.0,0
2008-03-23,457.8125,530.0,25.0,0
2008-03-24,500.0,530.0,30.0,0
2008-03-25,500.0,520.0,25.0,0
2008-03-26,500.0,520.0,25.0,0
2008-03-27,450.0,500.0,25.0,0
2008-03-28,450.0,500.0,25.0,0
2008-03-29,500.0,503.7037037037037,25.37037037037037,0
2008-03-30,475.0,512.9629629629628,26.296296296296298,0
2008-03-31,450.0,525.0,27.5,0
2008-04-01,450.0,537.037037037037,28.703703703703702,0
2008-04-02,400.0,546.2962962962963,29.629629629629626,0
2008-04-03,450.0,550.0,30.0,0
2008-04-04,400.0,550.0,29.21875,0
2008-04-05,450.0,550.0,27.5,0
2008-04-06,483.65384615384596,550.0,25.78125,0
2008-04-07,500.0,550.0,25.0,0
2008-04-08,500.0,540.0,25.0,0
2008-04-09,500.0,530.0,25.0,0
2008-04-10,550.0,576.4655172413792,25.0,0
2008-12-20,750.0,720.0,25.0,1
2008-12-21,729.0820029027581,740.0,25.0,1
2008-12-22,700.0,740.0,25.0,1
2008-12-23,400.0,740.0,25.0,1
2008-12-24,700.0,750.0,25.0,1
2008-12-25,600.0,780.0,30.0,1
2008-12-26,500.0,800.0,25.0,1
2008-12-27,600.0,794.0740740740741,25.0,1
2008-12-28,600.0,779.2592592592594,25.0,1
2008-12-29,600.0,760.0,20.0,1
2008-12-30,650.0,740.7407407407408,25.0,1
2008-12-31,700.0,725.9259259259261,25.0,1
2009-01-01,700.0,720.0,25.0,1
2009-01-02,750.0,720.0,25.0,1
2009-01-03,700.0,720.0,25.0,1
2009-01-04,666.346153846154,720.0,25.0,1
2009-01-05,650.0,720.0,25.0,1
2009-01-06,650.0,720.0,25.0,1
2009-01-07,650.0,720.0,25.0,1
2009-01-08,675.0,720.0,25.0,1
2009-01-09,700.0,720.0,25.0,1
2009-01-10,650.0,720.0,25.0,1
2009-01-11,650.0,720.0,25.0,1
2009-01-12,650.0,720.0,25.0,1
2009-01-13,650.0,720.0,25.0,1
2009-01-14,700.0,720.0,25.0,1
2009-01-15,650.0,720.0,25.0,1
2009-01-16,600.0,720.0,25.0,1
2009-01-17,600.0,720.0,25.0,1
2009-06-16,1450.0,700.0,25.70406494499343,2
2009-06-17,1450.0,700.0,25.74886497960071,2
2009-06-18,1400.0,700.0,25.793400394060697,2
2009-06-19,1400.0,700.0,25.83767164426784,2
2009-06-20,1400.0,700.0,25.881679186116546,2
2009-06-21,1450.0,700.0,25.92542347550125,2
2009-06-22,1500.0,700.0,25.96890496831637,2
2009-06-23,1500.0,700.0,26.012124120456342,2
2009-06-24,1500.0,700.0,26.055081387815598,2
2009-06-25,1500.0,700.0,26.097777226288553,2
2009-06-26,1500.0,700.0,26.140212091769637,2
2009-06-27,1500.0,700.0,26.182386440153273,2
2009-06-28,1475.0,700.0,26.224300727333894,2
2009-06-29,1450.0,700.0,26.26595540920593,2
2009-06-30,1500.0,700.0,26.3073509416638,2
2009-07-01,1500.0,700.0,26.348487780601932,2
2009-07-02,1400.0,700.0,26.389366381914762,2
2009-07-03,1437.5,700.0,26.429987201496697,2
2009-07-04,1500.0,700.0,26.470350695242185,2
2009-07-05,1562.5,700.0,26.51045731904564,2
2009-07-06,1600.0,700.0,26.55030752880149,2
2009-07-07,1550.0,700.0,26.589901780404173,2
2009-07-08,1600.0,700.0,26.629240529748103,2
2009-07-09,1600.0,700.0,26.668324232727706,2
2009-07-10,1600.0,700.0,26.707153345237412,2
2009-07-11,1600.0,700.0,26.745728323171647,2
2009-07-12,1550.0,700.0,26.78404962242485,2
2009-07-13,1500.0,700.0,26.82211769889144,2
2009-07-14,1550.0,700.0,26.85993300846583,2
2009-12-21,1200.0,700.0,29.97182866066943,3
2009-12-22,1100.0,700.0,29.974893819820643,3
2009-12-23,1200.0,700.0,29.9777800669768,3
2009-12-24,1100.0,700.0,29.980487858032326,3
2009-12-25,1100.0,700.0,29.983017648881663,3
2009-12-26,1100.0,700.0,29.98536989541921,3
