0,retail,mandi,arrival,events
2008-03-13,600.0,450.0,110.0,11
2008-03-14,600.0,450.0,109.5,11
2008-03-15,600.0,450.0,108.0,11
2008-03-16,650.0,450.0,103.0,11
2008-03-17,700.0,450.0,104.5,11
2008-03-18,500.0,450.0,102.0,11
2008-03-19,550.0,400.0,112.5,11
2008-03-20,600.0,375.0,105.0,11
2008-03-21,600.0,375.0,102.0,11
2008-03-22,600.0,375.0,97.42682926829269,11
2008-03-23,600.0,375.0,94.5,11
2008-03-24,600.0,375.0,107.0,11
2008-03-25,600.0,400.0,82.0,11
2008-03-26,600.0,400.0,106.5,11
2008-03-27,600.0,400.0,108.0,11
2008-03-28,600.0,400.0,107.5,11
2008-03-29,600.0,400.0,102.5,11
2008-03-30,600.0,400.0,104.5,11
2008-03-31,600.0,400.0,105.0,11
2008-04-01,600.0,315.0,180.0,11
2008-04-02,600.0,300.0,184.0,11
2008-04-03,500.0,380.0,137.0,11
2008-04-04,500.0,250.0,115.0,11
2008-04-05,500.0,400.0,72.5,11
2008-04-06,550.0,380.0,75.0,11
2008-04-07,600.0,390.0,82.0,11
2008-04-08,500.0,500.0,73.0,11
2008-04-09,500.0,400.0,85.5,11
2008-04-10,500.0,380.0,90.0,11
2008-12-16,500.0,300.0,67.5,12
2008-12-17,500.0,300.0,68.0,12
2008-12-18,500.0,300.0,69.5,12
2008-12-19,500.0,300.0,69.5,12
2008-12-20,500.0,250.0,65.5,12
2008-12-21,500.0,250.0,67.5,12
2008-12-22,500.0,250.0,69.0,12
2008-12-23,500.0,200.0,71.5,12
2008-12-24,500.0,200.0,76.5,12
2008-12-25,500.0,200.0,73.5,12
2008-12-26,500.0,200.0,74.5,12
2008-12-27,500.0,200.0,74.5,12
2008-12-28,500.0,200.0,75.0,12
2008-12-29,500.0,200.0,75.5,12
2008-12-30,400.0,200.0,75.5,12
2008-12-31,400.0,200.0,75.5,12
2009-01-01,400.0,224.5192307692308,84.0,12
2009-01-02,400.0,275.0,63.0,12
2009-01-03,400.0,350.0,52.0,12
2009-01-04,400.0,600.0,35.5,12
2009-01-05,400.0,750.0,42.5,12
2009-01-06,500.0,885.0,47.0,12
2009-01-07,500.0,1100.0,33.5,12
2009-01-08,500.0,1150.0,40.5,12
2009-01-09,500.0,1394.1037735849054,40.0,12
2009-01-10,450.0,1600.0,39.5,12
2009-01-11,416.3461538461538,1579.3731778425656,50.59997874488549,12
2009-01-12,400.0,1521.6180758017492,71.81106860088208,12
2009-01-13,400.0,1432.9227405247816,85.0,12
2009-03-16,600.0,400.0,34.5,13
2009-03-17,600.0,400.0,33.5,13
2009-03-18,600.0,400.0,35.0,13
2009-03-19,600.0,410.0,32.5,13
2009-03-20,800.0,410.0,35.5,13
2009-03-21,800.0,442.5,35.35714285714286,13
2009-03-22,800.0,475.0,35.0,13
2009-03-23,800.0,475.0,34.0,13
2009-03-24,800.0,500.0,34.0,13
2009-03-25,700.0,600.0,36.0,13
2009-03-26,800.0,650.0,34.0,13
2009-03-27,800.0,650.0,38.5,13
2009-03-28,800.0,650.0,41.0,13
2009-03-29,800.0,650.0,41.0,13
2009-03-30,800.0,650.0,49.0,13
2009-03-31,800.0,650.0,44.0,13
2009-04-01,800.0,475.00000000000006,75.5,13
2009-04-02,800.0,300.0,63.0,13
2009-04-03,800.0,375.0,52.5,13
2009-04-04,800.0,685.0,45.5,13
2009-04-05,800.0,750.0,42.5,13
2009-04-06,800.0,885.0,51.0,13
2009-04-07,900.0,1100.0,33.0,13
2009-04-08,1000.0,1100.0,42.0,13
2009-04-09,1000.0,1350.0,40.31071428571429,13
2009-04-10,1000.0,1600.0,36.5,13
2009-04-11,1000.0,1600.0,29.0,13
2009-04-12,1000.0,1150.0,38.0,13
2009-04-13,1000.0,700.0,47.0,13
2009-05-20,1200.0,900.0,52.0,14
2009-05-21,1200.0,875.0,54.0,14
