DATE,DISPERSION
2006-07-01,0.0291574108107091
2006-09-01,0.0299784316280125
2006-10-01,0.0338645577680688
2006-11-01,0.0424573324117851
2007-09-01,0.0427472183246947
2007-10-01,0.0523446892774841
2007-11-01,0.05219375909588
2010-09-01,0.0336721733015138
2010-10-01,0.0374936707962754
2011-12-01,0.0359365664005815
2012-01-01,0.044667895516881
2013-08-01,0.0367398243715312
2013-09-01,0.0465890656902728
2013-10-01,0.0480007319063582
2015-09-01,0.0542578832311329
2015-10-01,0.0718927830786986
2015-11-01,0.0982001406864818
2018-03-01,0.0432523237847668
2018-11-01,0.0437208957701511
2018-12-01,0.0546774708784616
2019-01-01,0.0590493310683048
2021-03-01,0.0399457353682594
