DATE,DISPERSION
2018-04-01,0.0204090789373593
2018-05-01,0.0200089464858082
2020-11-01,0.0138596232761366
2020-12-01,0.0144270398210313
2021-01-01,0.0148747887372167
2021-02-01,0.0250891112757822
2021-03-01,0.0260264927410733
2021-04-01,0.0262039271703584
2021-05-01,0.040114828732912
2021-06-01,0.052274975346764
