DATE,DISPERSION
2010-06-01,0.0134446743100757
2010-07-01,0.015010977183401
2010-09-01,0.0175890763560782
2010-10-01,0.0183945159671142
2010-11-01,0.0201493709990816
2010-12-01,0.0240395172213197
2011-01-01,0.0254551421994628
2011-11-01,0.0229334017489809
2011-12-01,0.0256787930338953
2012-01-01,0.0258605750959384
2012-02-01,0.0268351481677336
2012-12-01,0.0293024367572709
2013-01-01,0.031535277345644
2013-02-01,0.0314237385715448
2013-05-01,0.0328552060885172
2017-07-01,0.0242275110184836
2018-04-01,0.0224468816171377
2021-01-01,0.0181850663335564
2021-02-01,0.0253976654804906
2021-03-01,0.0332920081470783
2021-04-01,0.0288505453624044
2021-05-01,0.0550044166042795
2021-06-01,0.0853449567004649
