Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
New Grain Market , Rohtak,11/12/2018,1.5, ,NR,NR,NR,
