Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,04/09/18,2435,Other,200,1300,800
Ahmednagar,06/09/18,2669,Other,200,1250,800
Ahmednagar,08/09/18,2534,Other,200,1200,700
Ahmednagar,10/09/18,2300,Other,200,1100,800
Ahmednagar,15/09/18,2736,Other,200,1200,750
Ahmednagar,17/09/18,2478,Other,200,1150,900
Ahmednagar,20/09/18,2687,Other,200,1100,750
Ahmednagar,22/09/18,2432,Other,200,1100,750
Ahmednagar,24/09/18,2026,Other,200,1100,750
Ahmednagar,27/09/18,2223,Other,200,1100,800
Ahmednagar,29/09/18,2077,Other,200,1150,750
Akluj,02/09/18,23,Red,300,900,750
Akluj,06/09/18,23,Red,300,900,750
Akluj,09/09/18,21,Red,400,1050,800
Akluj,16/09/18,16,Red,400,1100,800
Akluj,20/09/18,22,Red,350,1100,800
Akluj,27/09/18,18,Red,300,1100,800
Akluj,30/09/18,31,Red,200,900,700
Akola,08/09/18,9,Other,300,1100,700
Akola,10/09/18,14,Other,300,1100,700
Akola,12/09/18,4,Other,300,1100,700
Akola,13/09/18,41,Other,300,1100,700
Akola,14/09/18,16,Other,300,1100,700
Akola,15/09/18,14,Other,300,1100,700
Akola,17/09/18,20,Other,300,1100,700
Akola,18/09/18,10,Other,300,1100,700
Akola,19/09/18,15,Other,300,1100,700
Akola,20/09/18,36,Other,300,1100,700
Akola,24/09/18,26,Other,300,1050,675
Akola,25/09/18,36,Other,300,1000,650
Akola,27/09/18,11,Other,300,1000,650
Akole,06/09/18,284,Other,151,1251,845
Akole,09/09/18,317,Other,151,1251,911
Akole,11/09/18,171,Other,150,1151,850
Akole,16/09/18,296,Other,151,1101,802
Akole,18/09/18,140,Other,125,1071,760
Akole,27/09/18,143,Other,100,1000,653
Akole,30/09/18,110,Other,100,1011,612
Amarawati,11/09/18,22,Red,600,1300,950
Amrawati(Frui & Veg. Market),01/09/18,20,Local,700,1300,1000
Amrawati(Frui & Veg. Market),02/09/18,10,Local,1000,1400,1200
Amrawati(Frui & Veg. Market),03/09/18,25,Local,800,1600,1200
Amrawati(Frui & Veg. Market),04/09/18,25,Local,1000,1400,1200
Amrawati(Frui & Veg. Market),05/09/18,30,Local,1000,1600,1300
Amrawati(Frui & Veg. Market),07/09/18,35,Local,400,1200,800
Amrawati(Frui & Veg. Market),08/09/18,25,Local,600,1400,1000
Amrawati(Frui & Veg. Market),09/09/18,22,Local,600,1300,950
Amrawati(Frui & Veg. Market),10/09/18,21,Local,600,1200,900
Amrawati(Frui & Veg. Market),11/09/18,22,Local,600,1300,950
Amrawati(Frui & Veg. Market),12/09/18,27,Local,1000,1300,1150
Amrawati(Frui & Veg. Market),14/09/18,22,Local,600,1200,900
Amrawati(Frui & Veg. Market),15/09/18,23,Local,600,1200,900
Amrawati(Frui & Veg. Market),16/09/18,31,Local,600,1300,950
Amrawati(Frui & Veg. Market),17/09/18,25,Local,700,1200,950
Amrawati(Frui & Veg. Market),18/09/18,25,Local,600,1200,900
