Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Farukh Nagar,03/08/2018,20,Other,1500,1600,1500,
Tosham,27/08/2018,3.5,Other,1400,1425,1425,
Uklana,30/08/2018,3,Other,1300,1300,1300,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Farukh Nagar,03/08/2018,20,Other,1500,1600,1500,
Tosham,27/08/2018,3.5,Other,1400,1425,1425,
Uklana,30/08/2018,3,Other,1300,1300,1300,
