Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Sangli(Phale, Bhajipura Market),01/05/2020,11,Other,9000,15000,12000,
