Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Alipurduar,03/06/2019,10,Jyoti,850,900,875
Alipurduar,03/06/2019,10,Red,1000,1100,1050
Alipurduar,04/06/2019,10,Jyoti,850,900,875
Alipurduar,04/06/2019,10,Red,1000,1100,1050
Alipurduar,06/06/2019,10,Jyoti,850,900,875
Alipurduar,06/06/2019,10,Red,1000,1100,1050
Alipurduar,07/06/2019,10,Jyoti,850,900,875
Alipurduar,07/06/2019,10,Red,1000,1100,1050
Alipurduar,10/06/2019,10,Jyoti,875,950,900
Alipurduar,10/06/2019,10,Red,1050,1150,1100
Alipurduar,11/06/2019,10,Jyoti,875,925,900
Alipurduar,11/06/2019,10,Red,1000,1100,1050
Alipurduar,12/06/2019,10,Jyoti,900,950,925
Alipurduar,12/06/2019,10,Red,1050,1150,1100
Alipurduar,13/06/2019,10,Jyoti,900,950,925
Alipurduar,13/06/2019,10,Red,1050,1150,1100
Alipurduar,14/06/2019,10,Jyoti,900,950,925
Alipurduar,14/06/2019,10,Red,1000,1100,1050
Alipurduar,17/06/2019,10,Jyoti,900,950,925
Alipurduar,17/06/2019,10,Red,1000,1100,1050
Alipurduar,18/06/2019,10,Jyoti,925,1000,950
Alipurduar,18/06/2019,10,Red,1050,1150,1100
Alipurduar,19/06/2019,10,Jyoti,925,1000,970
Alipurduar,19/06/2019,10,Red,1050,1100,1100
Alipurduar,25/06/2019,10,Jyoti,900,950,925
Alipurduar,25/06/2019,10,Red,1000,1100,1050
Alipurduar,27/06/2019,10,Jyoti,875,925,900
Alipurduar,27/06/2019,10,Red,1000,1100,1050
Alipurduar,28/06/2019,10,Jyoti,875,925,900
Alipurduar,28/06/2019,10,Red,1000,1100,1050
Asansol,01/06/2019,90,Jyoti,960,980,960
Asansol,02/06/2019,12.8,Jyoti,940,980,960
Asansol,03/06/2019,96.6,Jyoti,940,980,960
Asansol,04/06/2019,99.8,Jyoti,860,900,880
Asansol,05/06/2019,96,Jyoti,860,900,880
Asansol,06/06/2019,102,Jyoti,860,900,880
Asansol,07/06/2019,100,Jyoti,960,1000,960
Asansol,08/06/2019,104,Jyoti,960,1000,960
Asansol,09/06/2019,12,Jyoti,940,980,960
Asansol,10/06/2019,110,Jyoti,940,980,960
Asansol,11/06/2019,118,Jyoti,940,980,960
Asansol,12/06/2019,120,Jyoti,960,1000,980
Asansol,13/06/2019,106,Jyoti,980,1020,1000
Asansol,14/06/2019,110,Jyoti,960,1000,980
Asansol,15/06/2019,107,Jyoti,960,1000,980
Asansol,16/06/2019,10,Jyoti,960,980,960
Asansol,17/06/2019,105,Jyoti,940,980,960
Asansol,18/06/2019,104,Jyoti,960,980,960
Asansol,19/06/2019,105,Jyoti,960,980,960
Asansol,20/06/2019,100,Jyoti,960,1000,980
Asansol,21/06/2019,102,Jyoti,960,1000,980
Asansol,22/06/2019,100,Jyoti,960,1000,980
Asansol,23/06/2019,17,Jyoti,980,1020,1000
Asansol,24/06/2019,96,Jyoti,960,1000,980
Asansol,25/06/2019,94.6,Jyoti,960,1000,980
Asansol,26/06/2019,93.5,Jyoti,960,1000,980
Asansol,27/06/2019,94,Jyoti,960,1000,980
Asansol,28/06/2019,95,Jyoti,940,980,960
Asansol,29/06/2019,94.1,Jyoti,940,980,960
Asansol,30/06/2019,17,Jyoti,940,980,960
Balarampur,02/06/2019,15.05,Other,840,880,860
Balarampur,03/06/2019,15.1,Other,850,880,860
Balarampur,04/06/2019,15.15,Other,840,870,860
Balarampur,05/06/2019,15.05,Other,840,860,850
Balarampur,06/06/2019,15.1,Other,860,880,870
Balarampur,07/06/2019,15.1,Other,840,860,850
Balarampur,08/06/2019,15.15,Other,850,880,860
Balarampur,09/06/2019,15.1,Other,840,860,850
Balarampur,10/06/2019,15.1,Other,830,870,860
Balarampur,11/06/2019,15.12,Other,840,870,860
Balarampur,12/06/2019,15.15,Other,830,850,840
Balarampur,13/06/2019,15.1,Other,840,870,860
Balarampur,14/06/2019,15.1,Other,830,850,840
Balarampur,15/06/2019,15,Other,850,880,860
Balarampur,16/06/2019,15.05,Other,850,880,860
Balarampur,17/06/2019,15.1,Other,820,860,840
Balarampur,18/06/2019,15.15,Other,830,850,840
Balarampur,19/06/2019,15.1,Other,840,860,850
Balarampur,22/06/2019,15.15,Other,830,860,840
Balarampur,23/06/2019,15.1,Other,840,860,850
Balarampur,24/06/2019,15.15,Other,830,850,840
Balarampur,25/06/2019,15.2,Other,820,840,830
Balarampur,26/06/2019,15.2,Other,820,840,830
Balarampur,27/06/2019,15.15,Other,820,850,840
Balarampur,28/06/2019,15.2,Other,810,840,820
Balarampur,29/06/2019,15.2,Other,800,830,820
Balarampur,30/06/2019,15.15,Other,820,840,830
Balurghat,01/06/2019,5.8,Local,620,670,650
Balurghat,02/06/2019,5.8,Local,600,650,630
Balurghat,03/06/2019,5.7,Local,600,700,650
Balurghat,04/06/2019,5.5,Local,600,650,630
Balurghat,05/06/2019,5.7,Local,620,670,650
Balurghat,06/06/2019,5.5,Local,600,700,650
Balurghat,09/06/2019,5.6,Local,630,680,650
Balurghat,10/06/2019,5.9,Local,600,700,650
Balurghat,11/06/2019,5.8,Local,620,670,650
Balurghat,12/06/2019,5.4,Local,600,670,630
Balurghat,13/06/2019,5.6,Local,600,650,620
Balurghat,14/06/2019,5.8,Local,700,840,750
Balurghat,15/06/2019,5.6,Local,800,900,850
Balurghat,17/06/2019,5.8,Local,850,950,900
Balurghat,18/06/2019,5.6,Local,850,950,900
Balurghat,19/06/2019,5.5,Local,800,900,850
Balurghat,20/06/2019,5.7,Local,820,870,850
Balurghat,21/06/2019,5.8,Local,650,750,700
Balurghat,22/06/2019,5.6,Local,700,900,800
Balurghat,24/06/2019,5.7,Local,750,850,800
Balurghat,25/06/2019,5.3,Local,800,900,850
Balurghat,26/06/2019,5.8,Local,830,870,850
Balurghat,27/06/2019,5.9,Local,850,950,900
Balurghat,28/06/2019,5.7,Local,800,900,850
Balurghat,30/06/2019,5.5,Local,750,850,800
Bankura Sadar,27/06/2019,15,Jyoti,840,860,850
Bara Bazar (Posta Bazar),01/06/2019,6,Jyoti,1020,1040,1020
Bara Bazar (Posta Bazar),01/06/2019,6,Other,900,940,920
