STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.5546918378678511,BANGALORE,KARNATAKA
2016-01-01,2016-02-13,,,Anomaly,1.2078300708038316,AZADPUR,NCT OF DELHI
2016-01-01,2016-02-13,,,Anomaly,1.3630168105406633,LASALGAON,MAHARASHTRA
2016-01-01,2016-02-13,,,Anomaly,1.5546918378678511,HUBLI (AMARAGOL),KARNATAKA
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,BAHRAICH,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,BARABANKI,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,GONDA,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,JALAUN,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,KANPUR(GRAIN),UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,LAKHIMPUR,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,AURAIYA,UTTAR PRADESH
2016-02-08,2016-03-22,Normal,,Anomaly,1.3324450366422385,LUCKNOW,UTTAR PRADESH
2016-02-15,2016-03-29,Normal,,Anomaly,1.5323117921385745,LASALGAON,MAHARASHTRA
2016-02-15,2016-03-29,Normal,,Anomaly,1.0828821324448146,AZADPUR,NCT OF DELHI
2016-03-14,2016-04-26,Normal,,Anomaly,1.4275517487508922,GAZIPUR,UTTAR PRADESH
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,AURAIYA,UTTAR PRADESH
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.142313184198001,AZADPUR,NCT OF DELHI
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,JALAUN,UTTAR PRADESH
2016-04-04,2016-05-17,Normal,,Anomaly,1.3324450366422385,KANPUR(GRAIN),UTTAR PRADESH
2016-04-25,2016-06-07,Normal,,Anomaly,0.9994447529150472,DAVANGERE,KARNATAKA
2016-04-25,2016-06-07,Normal,,Anomaly,0.9994447529150472,BELGAUM,KARNATAKA
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,AURAIYA,UTTAR PRADESH
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,JALAUN,UTTAR PRADESH
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.0494752623688155,AZADPUR,NCT OF DELHI
2016-05-23,2016-07-05,Normal,,Anomaly,0.9995002498750624,KANPUR(GRAIN),UTTAR PRADESH
2016-06-13,2016-07-26,Normal,,Anomaly,0.9994447529150472,BELGAUM,KARNATAKA
2016-06-13,2016-07-26,Normal,,Anomaly,0.9994447529150472,DAVANGERE,KARNATAKA
2016-06-13,2016-07-26,Normal,,Anomaly,1.7130620985010707,LASALGAON,MAHARASHTRA
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.3741411617738912,HUBLI (AMARAGOL),KARNATAKA
2016-07-04,2016-08-16,Anomaly,,Anomaly,1.3741411617738912,BANGALORE,KARNATAKA
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,GONDA,UTTAR PRADESH
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,LUCKNOW,UTTAR PRADESH
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,BAHRAICH,UTTAR PRADESH
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,LAKHIMPUR,UTTAR PRADESH
2016-07-11,2016-08-23,Anomaly,,Anomaly,0.9995456610631532,AZADPUR,NCT OF DELHI
2016-07-11,2016-08-23,Anomaly,,Normal,1.4275517487508922,BARABANKI,UTTAR PRADESH
2016-08-15,2016-09-27,Normal,,Anomaly,0.9994447529150472,BELGAUM,KARNATAKA
2016-08-15,2016-09-27,Normal,,Anomaly,1.2658227848101269,LASALGAON,MAHARASHTRA
2016-08-15,2016-09-27,Normal,,Anomaly,0.9994447529150472,DAVANGERE,KARNATAKA
2016-08-29,2016-10-11,Normal,,Anomaly,1.157285639137296,AZADPUR,NCT OF DELHI
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.1299435028248588,AZADPUR,NCT OF DELHI
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,MIRZAPUR,UTTAR PRADESH
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,BASTI,UTTAR PRADESH
2016-11-21,2017-01-03,Normal,,Anomaly,1.2492192379762648,AZAMGARH,UTTAR PRADESH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,BARABANKI,UTTAR PRADESH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,LUCKNOW,UTTAR PRADESH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,LAKHIMPUR,UTTAR PRADESH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,BAHRAICH,UTTAR PRADESH
2016-11-28,2017-01-10,Normal,,Anomaly,1.1242973141786383,GONDA,UTTAR PRADESH
2016-12-05,2017-01-17,Anomaly,,Anomaly,1.142313184198001,AZADPUR,NCT OF DELHI
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,LUCKNOW,UTTAR PRADESH
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,BARABANKI,UTTAR PRADESH
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,BAHRAICH,UTTAR PRADESH
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,LAKHIMPUR,UTTAR PRADESH
2017-01-15,2017-02-27,Normal,Normal,Anomaly,0.9994447529150472,GONDA,UTTAR PRADESH
2017-01-22,2017-03-06,Anomaly,Normal,Anomaly,1.0494752623688155,AZADPUR,NCT OF DELHI
2017-01-29,2017-03-13,Normal,Normal,Anomaly,1.2134189864382583,LASALGAON,MAHARASHTRA
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,BARABANKI,UTTAR PRADESH
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,LUCKNOW,UTTAR PRADESH
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,BAHRAICH,UTTAR PRADESH
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,LAKHIMPUR,UTTAR PRADESH
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,0.9994447529150472,GONDA,UTTAR PRADESH
2017-03-12,2017-04-24,Anomaly,Normal,Anomaly,1.1046817464492371,AZADPUR,NCT OF DELHI
2017-03-19,2017-05-01,Normal,Normal,Anomaly,1.1242973141786383,LASALGAON,MAHARASHTRA
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,BARABANKI,UTTAR PRADESH
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,LUCKNOW,UTTAR PRADESH
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,LAKHIMPUR,UTTAR PRADESH
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,GONDA,UTTAR PRADESH
2017-04-23,2017-06-05,Anomaly,Normal,Anomaly,0.9994447529150472,BAHRAICH,UTTAR PRADESH
2017-04-30,2017-06-12,Anomaly,Normal,Anomaly,1.1046817464492371,AZADPUR,NCT OF DELHI
2017-05-07,2017-06-19,Normal,Normal,Anomaly,1.2492192379762648,LASALGAON,MAHARASHTRA
2017-06-04,2017-07-17,Anomaly,Normal,Anomaly,1.7485428809325565,DAVANGERE,KARNATAKA
2017-06-04,2017-07-17,Anomaly,Normal,Anomaly,1.7485428809325565,BELGAUM,KARNATAKA
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,LAKHIMPUR,UTTAR PRADESH
2017-06-11,2017-07-24,Normal,Normal,Anomaly,1.2134189864382583,HUBLI (AMARAGOL),KARNATAKA
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,BAHRAICH,UTTAR PRADESH
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,BARABANKI,UTTAR PRADESH
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,GONDA,UTTAR PRADESH
2017-06-11,2017-07-24,Normal,Normal,Anomaly,1.2134189864382583,BANGALORE,KARNATAKA
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0520778537611783,LUCKNOW,UTTAR PRADESH
2017-06-18,2017-07-31,Anomaly,Normal,Anomaly,1.285102332222751,AZADPUR,NCT OF DELHI
2017-06-25,2017-08-07,Normal,Normal,Anomaly,2.061211742660837,LASALGAON,MAHARASHTRA
2017-07-16,2017-08-28,Anomaly,Normal,Anomaly,2.997002997002997,GAZIPUR,UTTAR PRADESH
2017-07-16,2017-08-28,Anomaly,Normal,Normal,1.8654230512991337,MIRZAPUR,UTTAR PRADESH
2017-07-16,2017-08-28,Anomaly,Normal,Normal,1.8654230512991337,AZAMGARH,UTTAR PRADESH
2017-07-16,2017-08-28,Anomaly,Normal,Normal,1.8654230512991337,BASTI,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Anomaly,Normal,2.3059185242121445,AURAIYA,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.3076923076923075,PUKHRAYAN,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.3076923076923075,FATEHPUR,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,1.8562589243217515,DAVANGERE,KARNATAKA
2017-07-23,2017-09-04,Anomaly,Anomaly,Normal,2.3059185242121445,JALAUN,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.3076923076923075,KANNAUJ,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,1.8562589243217515,BELGAUM,KARNATAKA
2017-07-23,2017-09-04,Anomaly,Anomaly,Normal,2.3059185242121445,KANPUR(GRAIN),UTTAR PRADESH
