STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.9900497512437807,BANGALORE,KARNATAKA
2016-01-01,2016-02-13,,,Anomaly,1.7882209482717182,DAVANGERE,KARNATAKA
2016-01-01,2016-02-13,,,Anomaly,1.7621145374449338,JALAUN,UTTAR PRADESH
2016-01-01,2016-02-13,,,Anomaly,2.106430155210643,HUBLI (AMARAGOL),KARNATAKA
2016-01-15,2016-02-27,,,Anomaly,1.6557978397915516,LASALGAON,MAHARASHTRA
2016-01-22,2016-03-05,,,Anomaly,1.7981494731286942,BELGAUM,KARNATAKA
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.9230769230769231,HUBLI (AMARAGOL),KARNATAKA
2016-02-15,2016-03-29,Anomaly,,Anomaly,1.9900497512437807,BANGALORE,KARNATAKA
2016-02-15,2016-03-29,Anomaly,,Anomaly,4.212860310421286,DAVANGERE,KARNATAKA
2016-03-07,2016-04-19,Normal,,Anomaly,1.5369261477045908,BELGAUM,KARNATAKA
2016-03-14,2016-04-26,Normal,,Anomaly,1.3311148086522462,JALAUN,UTTAR PRADESH
2016-04-04,2016-05-17,Anomaly,,Anomaly,2.242524916943521,HUBLI (AMARAGOL),KARNATAKA
2016-04-04,2016-05-17,Anomaly,,Anomaly,1.195219123505976,BANGALORE,KARNATAKA
2016-04-04,2016-05-17,Normal,,Anomaly,1.5258215962441315,DAVANGERE,KARNATAKA
2016-05-23,2016-07-05,Anomaly,,Anomaly,1.7412935323383083,BANGALORE,KARNATAKA
2016-06-20,2016-08-02,Normal,,Anomaly,1.7241379310344829,JALAUN,UTTAR PRADESH
2016-07-11,2016-08-23,Normal,,Anomaly,1.3944223107569722,BANGALORE,KARNATAKA
2016-08-08,2016-09-20,Normal,,Anomaly,1.9326683291770568,HUBLI (AMARAGOL),KARNATAKA
2016-08-08,2016-09-20,Normal,,Anomaly,2.1956087824351296,DAVANGERE,KARNATAKA
2016-08-08,2016-09-20,Normal,,Anomaly,2.094183090225115,LASALGAON,MAHARASHTRA
2016-08-08,2016-09-20,Normal,,Anomaly,1.3311148086522462,JALAUN,UTTAR PRADESH
2016-08-29,2016-10-11,Anomaly,,Anomaly,1.7412935323383083,BANGALORE,KARNATAKA
2016-09-26,2016-11-08,Normal,,Anomaly,1.6647617555787215,HUBLI (AMARAGOL),KARNATAKA
2016-09-26,2016-11-08,Normal,,Anomaly,1.5521064301552103,DAVANGERE,KARNATAKA
2016-10-17,2016-11-29,Normal,,Anomaly,1.2574850299401197,JALAUN,UTTAR PRADESH
2016-10-17,2016-11-29,Normal,,Anomaly,1.6082884854666497,LASALGAON,MAHARASHTRA
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.3944223107569722,BANGALORE,KARNATAKA
2016-12-05,2017-01-17,Anomaly,,Anomaly,1.991150442477876,BANGALORE,KARNATAKA
2016-12-12,2017-01-24,Normal,,Anomaly,1.061705989110708,JALAUN,UTTAR PRADESH
2016-12-12,2017-01-24,Normal,,Anomaly,2.2880649789761454,HUBLI (AMARAGOL),KARNATAKA
2016-12-19,2017-01-31,Normal,,Anomaly,1.4173998044965788,LASALGAON,MAHARASHTRA
2016-12-19,2017-01-31,Normal,,Anomaly,1.3972055888223551,DAVANGERE,KARNATAKA
2017-01-22,2017-03-06,Normal,Normal,Anomaly,2.3904382470119523,BANGALORE,KARNATAKA
2017-02-05,2017-03-20,Normal,Normal,Anomaly,1.3325942350332594,LASALGAON,MAHARASHTRA
2017-02-26,2017-04-10,Normal,Normal,Anomaly,1.571072319201995,HUBLI (AMARAGOL),KARNATAKA
2017-03-05,2017-04-17,Normal,Normal,Anomaly,1.1187607573149745,JALAUN,UTTAR PRADESH
2017-03-26,2017-05-08,Normal,Normal,Anomaly,1.745635910224439,BANGALORE,KARNATAKA
2017-03-26,2017-05-08,Normal,Normal,Anomaly,1.5027400151427184,LASALGAON,MAHARASHTRA
2017-04-16,2017-05-29,Normal,Normal,Anomaly,1.2974051896207586,DAVANGERE,KARNATAKA
2017-04-16,2017-05-29,Normal,Normal,Anomaly,1.4463840399002494,HUBLI (AMARAGOL),KARNATAKA
2017-07-09,2017-08-21,Normal,Normal,Anomaly,3.071017274472169,JALAUN,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.808988764044944,BAHRAICH,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,3.1713900134952766,AZAMGARH,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,2.4709008166635784,BASTI,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,3.0846063454759105,GONDA,UTTAR PRADESH
2017-07-23,2017-09-04,Anomaly,Normal,Normal,3.366619115549216,GAZIPUR,UTTAR PRADESH
2017-07-30,2017-09-11,Anomaly,Normal,Normal,2.197802197802198,BARABANKI,UTTAR PRADESH
2017-07-30,2017-09-11,Anomaly,Normal,Normal,2.804878048780488,KANNAUJ,UTTAR PRADESH
2017-08-06,2017-09-18,Normal,Normal,Anomaly,1.357202331390508,BELGAUM,KARNATAKA
2017-08-06,2017-09-18,Normal,Normal,Anomaly,2.6637069922308547,HUBLI (AMARAGOL),KARNATAKA
2017-09-03,2017-10-16,Anomaly,Normal,Normal,1.87093705658364,DAVANGERE,KARNATAKA
2017-09-03,2017-10-16,Anomaly,Normal,Anomaly,1.7362168748492892,JALAUN,UTTAR PRADESH
2017-09-10,2017-10-23,Normal,Normal,Anomaly,2.797202797202797,AURAIYA,UTTAR PRADESH
2017-09-10,2017-10-23,Normal,Anomaly,Normal,1.1369315342328836,BAHRAICH,UTTAR PRADESH
2017-09-17,2017-10-30,Normal,Anomaly,Normal,1.9125683060109289,FATEHPUR,UTTAR PRADESH
2017-09-17,2017-10-30,Normal,Anomaly,Normal,2.7052308430346903,LASALGAON,MAHARASHTRA
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.4655618850336614,GONDA,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.763668430335097,BASTI,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.6827852998065764,AZAMGARH,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.763668430335097,GAZIPUR,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.759656652360515,MIRZAPUR,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.727642276422764,LUCKNOW,UTTAR PRADESH
2017-09-24,2017-11-06,Normal,Anomaly,Normal,2.478017585931255,BANGALORE,KARNATAKA
2017-10-01,2017-11-13,Normal,Anomaly,Normal,1.5771392879450343,LAKHIMPUR,UTTAR PRADESH
2017-10-01,2017-11-13,Normal,Anomaly,Normal,2.2562449637389204,KANPUR(GRAIN),UTTAR PRADESH
2017-10-01,2017-11-13,Normal,Anomaly,Normal,1.8884369552585707,BARABANKI,UTTAR PRADESH
