Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/11/2019,4,Badshah,850,920,900
Achalda,02/11/2019,3,Badshah,850,920,900
Achalda,04/11/2019,3,Badshah,850,950,910
Achalda,05/11/2019,2,Badshah,850,920,900
Achalda,06/11/2019,2,Badshah,850,920,900
Achalda,07/11/2019,2.5,Badshah,900,920,910
Achalda,08/11/2019,2,Badshah,850,920,900
Achalda,09/11/2019,30,Badshah,850,950,910
Achalda,11/11/2019,20,Badshah,850,920,900
Achalda,12/11/2019,10,Badshah,800,950,900
Achalda,13/11/2019,10,Badshah,850,940,900
Achalda,14/11/2019,12,Badshah,850,950,900
Achalda,15/11/2019,15,Badshah,850,920,900
Achalda,16/11/2019,12,Badshah,850,920,900
Achalda,18/11/2019,10,Badshah,900,950,920
Achalda,19/11/2019,12,Badshah,900,950,920
Achalda,20/11/2019,20,Badshah,900,950,930
Achalda,21/11/2019,20,Badshah,900,960,920
Achalda,23/11/2019,12,Badshah,850,950,920
Achalda,25/11/2019,14,Badshah,850,950,910
Achalda,26/11/2019,20,Badshah,750,820,800
Achalda,27/11/2019,15,Badshah,780,850,800
Achalda,28/11/2019,20,Badshah,700,900,800
Achalda,29/11/2019,15,Badshah,780,850,800
Achalda,30/11/2019,15,Badshah,780,900,800
Achnera,01/11/2019,32,Desi,840,900,870
Achnera,02/11/2019,30,Desi,870,930,900
Achnera,03/11/2019,33,Desi,850,950,900
Achnera,04/11/2019,34,Desi,870,930,900
Achnera,05/11/2019,33,Desi,870,930,900
Achnera,06/11/2019,33,Desi,900,1000,950
Achnera,08/11/2019,30,Desi,880,960,920
Achnera,09/11/2019,33,Desi,900,960,930
Achnera,10/11/2019,30,Desi,900,980,940
Achnera,11/11/2019,33,Desi,900,980,940
Achnera,12/11/2019,32,Desi,900,980,940
Achnera,13/11/2019,30,Desi,900,980,940
Achnera,15/11/2019,32,Desi,900,980,940
Achnera,16/11/2019,32,Desi,900,1000,950
Achnera,17/11/2019,33,Desi,840,920,880
Achnera,18/11/2019,33,Desi,840,900,870
Achnera,19/11/2019,32,Desi,800,900,850
Achnera,20/11/2019,33,Desi,840,920,880
Achnera,22/11/2019,30,Desi,850,950,900
Achnera,23/11/2019,32,Desi,900,980,940
Achnera,24/11/2019,31,Desi,900,980,940
Achnera,25/11/2019,33,Desi,900,1000,950
Achnera,26/11/2019,34,Desi,840,920,880
Achnera,27/11/2019,34,Desi,900,940,920
Achnera,29/11/2019,35,Desi,840,920,880
Achnera,30/11/2019,33,Desi,850,930,890
Agra,02/11/2019,1515,Desi,800,960,890
Agra,04/11/2019,1505,Desi,800,1000,900
Agra,05/11/2019,1508,Desi,840,1000,910
Agra,06/11/2019,1506,Desi,840,1000,910
Agra,07/11/2019,1495,Desi,850,1000,915
Agra,08/11/2019,1513,Desi,850,1000,930
Agra,09/11/2019,1515,Desi,NR,NR,NR
Agra,11/11/2019,1540,Desi,NR,NR,NR
Agra,13/11/2019,1500,Desi,850,1000,915
Agra,14/11/2019,1535,Desi,840,1000,910
Agra,15/11/2019,1550,Desi,850,1000,920
Agra,16/11/2019,1500,Desi,850,1000,925
Agra,18/11/2019,1528,Desi,850,1000,925
Agra,19/11/2019,1570,Desi,800,950,880
Agra,20/11/2019,1625,Desi,780,950,860
Agra,21/11/2019,1640,Desi,780,930,850
Agra,22/11/2019,1628,Desi,750,930,850
Agra,23/11/2019,1685,Desi,750,900,830
Agra,25/11/2019,1630,Desi,750,900,835
Agra,26/11/2019,1715,Desi,750,900,830
Agra,27/11/2019,1735,Desi,750,900,825
Agra,28/11/2019,17,Desi,750,950,850
Agra,29/11/2019,1745,Desi,750,950,840
Agra,30/11/2019,1695,Desi,800,950,845
Ahirora,01/11/2019,17,Other,800,1000,900
Ahirora,02/11/2019,10,Other,800,1000,900
Ahirora,03/11/2019,19,Other,800,1000,900
Ahirora,04/11/2019,30,Other,800,1000,900
Ahirora,05/11/2019,25,Other,800,1000,900
Ahirora,07/11/2019,19,Other,800,1000,900
Ahirora,08/11/2019,19,Other,800,1000,900
Ahirora,09/11/2019,8,Other,800,1000,900
Ahirora,10/11/2019,18,Other,800,1000,900
Ahirora,11/11/2019,16,Other,800,1000,900
Ahirora,12/11/2019,10,Other,800,1000,900
Ahirora,14/11/2019,10,Other,800,1000,900
Ahirora,15/11/2019,10,Other,800,1000,900
Ahirora,16/11/2019,11,Other,800,1000,900
Ahirora,17/11/2019,10,Other,800,1000,900
Ahirora,18/11/2019,15,Other,800,1000,900
Ahirora,19/11/2019,7,Other,800,1000,900
Ahirora,21/11/2019,17,Other,800,1000,900
Ahirora,22/11/2019,16,Other,800,1000,900
Ajuha,02/11/2019,13,Potato,950,1020,985
Ajuha,03/11/2019,14,Potato,975,1020,985
Ajuha,04/11/2019,13,Potato,960,1020,990
Ajuha,05/11/2019,14,Potato,970,1020,990
