DATE,VOLATILITY
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.05905294750597621
2008-03-01,0.07531728474240312
2008-04-01,0.025006965775244097
2008-05-01,0.01226759840204642
2008-06-01,0.015240380299584529
2008-07-01,0.023570338062432073
2008-08-01,0.02403111669045587
2008-09-01,0.02063656671660843
2008-10-01,0.022773972830031103
2008-11-01,0.0716480630036863
2008-12-01,0.05209239679138693
2009-01-01,0.00970072554361378
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.06766103624527284
2010-09-01,0.13399466221621684
2010-10-01,0.0882305685588161
2010-11-01,0.11283165348226
2010-12-01,0.05800990236267751
2011-01-01,0.3198908896347014
2011-02-01,0.164561613450369
2011-03-01,0.03476177028003992
2011-04-01,0.05323301596668233
2011-05-01,0.1209540934347698
2011-06-01,0.10217754531663979
2011-07-01,0.04775340365332443
2011-08-01,0.04615660691146676
2011-09-01,0.0797637207116707
2011-10-01,0.13786038526777575
2011-11-01,0.15027011723230557
2011-12-01,0.05247632797979898
2012-01-01,0.26332599634822695
2012-02-01,0.14490694552789213
2012-03-01,0.15713548163215915
2012-04-01,0.0349651054283397
2012-05-01,0.02276113769832756
2012-06-01,0.05821418886112399
2012-07-01,0.061941738801370584
2012-08-01,0.10553575690151372
2012-09-01,0.06047280148583261
2012-10-01,0.02305447689871049
2012-11-01,0.029885325747076773
2012-12-01,0.11137308329794539
2013-01-01,0.06264334252636665
2013-02-01,8.669561703246985e-05
2013-03-01,0.0001931641031672896
2013-04-01,0.0002847587356977499
2013-05-01,0.0003954063103144242
2013-06-01,0.0004812717200696004
2013-07-01,0.0005991493342959605
2013-08-01,0.0007033653910268204
2013-09-01,0.000780693941946361
2013-10-01,0.0009093802790688946
2013-11-01,0.000979505085267239
2013-12-01,0.0011087588203619646
2014-01-01,0.0011618659181647402
2014-02-01,0.03356677211697213
2014-03-01,0.1497693082114652
2014-04-01,0.0961231343981351
2014-05-01,0.020148664113721192
2014-06-01,0.020751897633016134
2014-07-01,0.016559938481141373
2014-08-01,0.03826160377831449
2014-09-01,0.031079569041221673
2014-10-01,0.009511479842132294
2014-11-01,0.04061796393670119
2014-12-01,0.16767473926690604
2015-01-01,0.18993108301064499
2015-02-01,0.04165228934172372
2015-03-01,0.1130868980506639
2015-04-01,0.03186450316172839
2015-05-01,0.057256290020671056
2015-06-01,0.019979715386845495
2015-07-01,0.02085441638745471
2015-08-01,0.07800564522751954
2015-09-01,0.014234674161704264
2015-10-01,0.03525396091051587
2015-11-01,0.06062154427252136
2015-12-01,0.032663426020460025
2016-01-01,0.09447602639358638
2016-02-01,0.12260769435679417
2016-03-01,0.10699345902393921
2016-04-01,0.05944518082116471
2016-05-01,0.015529940616140547
2016-06-01,0.008981611526614586
2016-07-01,0.019386293422713717
2016-08-01,0.017754475399606846
2016-09-01,0.010609477778240808
2016-10-01,0.01791174388320863
2016-11-01,0.05730685444325629
2016-12-01,0.21387897073730439
2017-01-01,0.09446189653084121
2017-02-01,0.17398728757395454
2017-03-01,0.04905305411176203
2017-04-01,0.1084618606394635
2017-05-01,0.06386287392580518
2017-06-01,0.0161632098686319
2017-07-01,0.032688195490202326
2017-08-01,0.03064413004619816
2017-09-01,0.08908732037168046
2017-10-01,0.08515811263240482
2017-11-01,0.04200857784916047
2017-12-01,0.0803497354786198
2018-01-01,0.1299308771872968
2018-02-01,0.0675022596763357
2018-03-01,0.1816402765962878
2018-04-01,0.0772389203163861
2018-05-01,0.06576923482801561
2018-06-01,0.025186702443774474
2018-07-01,0.01870223417974638
2018-08-01,0.030606765148276597
2018-09-01,0.007495298880207217
2018-10-01,0.011173584868725116
2018-11-01,0.0712345844989844
2018-12-01,0.16944456783962056
2019-01-01,0.02406178844353182
2019-02-01,0.011587538054167514
2019-03-01,0.06092772498553917
2019-04-01,0.10033365343042726
2019-05-01,0.0162558407082617
2019-06-01,0.013759983908369468
2019-07-01,0.016721919604800958
2019-08-01,0.02203588427086885
2019-09-01,0.014388540531930099
2019-10-01,0.10968545468959887
2019-11-01,0.05582383776495618
2019-12-01,0.1171808681933247
2020-01-01,0.1114676617640641
2020-02-01,0.07442320517173226
2020-03-01,0.1197693448164732
2020-04-01,0.01706488558114376
2020-05-01,0.03028004295744084
2020-06-01,0.026277152723420055
2020-07-01,0.05912558073610746
2020-08-01,0.04179567636157507
2020-09-01,0.026410698304914965
2020-10-01,0.03356666674007543
2020-11-01,0.057656253614855206
2020-12-01,0.2552434284706209
2021-01-01,0.37588243707595054
2021-02-01,0.04401344207478103
2021-03-01,0.0970607051805884
2021-04-01,0.07548449448536174
2021-05-01,0.037738429407157166
2021-06-01,0.002193847240005791
