Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/01/08,1373.8, ,NR,NR,NR
Ahmednagar,05/01/08,1042.7, ,NR,NR,NR
Ahmednagar,07/01/08,1197.5, ,NR,NR,NR
Ahmednagar,10/01/08,1464.6, ,NR,NR,NR
Ahmednagar,12/01/08,1341.3, ,NR,NR,NR
Ahmednagar,14/01/08,1067.1, ,NR,NR,NR
Ahmednagar,17/01/08,892.7, ,NR,NR,NR
Ahmednagar,19/01/08,1000, ,NR,NR,NR
Ahmednagar,21/01/08,1246.5, ,NR,NR,NR
Ahmednagar,24/01/08,1345.3, ,NR,NR,NR
Ahmednagar,25/01/08,1200, ,NR,NR,NR
Ahmednagar,26/01/08,1040.3, ,NR,NR,NR
Ahmednagar,28/01/08,1056.5, ,NR,NR,NR
Ahmednagar,31/01/08,959.4, ,NR,NR,NR
Amrawati(Frui & Veg. Market),16/01/08,22,Other,225,700,400
Amrawati(Frui & Veg. Market),21/01/08,17,Other,400,725,575
Aurangabad,05/01/08,9.5, ,NR,NR,NR
Aurangabad,06/01/08,23,Other,200,400,300
Aurangabad,07/01/08,5.2, ,NR,NR,NR
Aurangabad,08/01/08,12.5, ,NR,NR,NR
Aurangabad,09/01/08,5.7, ,NR,NR,NR
Aurangabad,10/01/08,29.5, ,NR,NR,NR
Aurangabad,12/01/08,15.8, ,NR,NR,NR
Aurangabad,13/01/08,38.8, ,NR,NR,NR
Aurangabad,14/01/08,41.8, ,NR,NR,NR
Aurangabad,15/01/08,16, ,NR,NR,NR
Aurangabad,16/01/08,9.5, ,NR,NR,NR
Aurangabad,17/01/08,28, ,NR,NR,NR
Aurangabad,19/01/08,11.5, ,NR,NR,NR
Aurangabad,20/01/08,65,Other,200,400,250
Aurangabad,21/01/08,32.7,Other,200,400,300
Aurangabad,22/01/08,44.8, ,NR,NR,NR
Aurangabad,23/01/08,44.5, ,NR,NR,NR
Aurangabad,24/01/08,45.1, ,NR,NR,NR
Aurangabad,30/01/08,28.2, ,NR,NR,NR
Baramati,12/01/08,20, ,NR,NR,NR
Baramati,14/01/08,5.4, ,NR,NR,NR
Barshi,12/01/08,17, ,NR,NR,NR
Barshi,21/01/08,105.3, ,NR,NR,NR
Barshi,29/01/08,60.2, ,NR,NR,NR
Chandrapur(Ganjwad),02/01/08,7.2,Other,300,700,500
Chandrapur(Ganjwad),03/01/08,12.3,Other,325,800,550
Chandrapur(Ganjwad),05/01/08,43.9,Other,300,700,500
Chandrapur(Ganjwad),07/01/08,32.8,Other,300,800,550
Chandrapur(Ganjwad),08/01/08,2.7,Other,300,700,500
Chandrapur(Ganjwad),09/01/08,31,Other,300,700,500
Chandrapur(Ganjwad),14/01/08,49.3,Other,325,800,600
Chandrapur(Ganjwad),15/01/08,35.7,Other,300,700,500
Chandrapur(Ganjwad),16/01/08,8.2,Other,300,700,500
Chandrapur(Ganjwad),18/01/08,46.8,Other,325,750,550
Chandrapur(Ganjwad),22/01/08,37.7,Other,350,700,500
Chandrapur(Ganjwad),23/01/08,11.6,Other,300,700,500
Chandrapur(Ganjwad),24/01/08,25.6,Other,300,700,500
Chandrapur(Ganjwad),25/01/08,25.7,Other,300,700,500
Chandrapur(Ganjwad),30/01/08,2,Other,300,500,400
Chandrapur(Ganjwad),30/01/08,2,Red,200,350,300
Chandrapur(Ganjwad),31/01/08,44.5,Other,250,500,400
Chandrapur(Ganjwad),31/01/08,44.5,Red,200,300,250
Chandvad,05/01/08,1292, ,NR,NR,NR
Chandvad,09/01/08,1878.5, ,NR,NR,NR
Chandvad,10/01/08,1511, ,NR,NR,NR
Chandvad,11/01/08,1495.5, ,NR,NR,NR
Chandvad,16/01/08,1581.6, ,NR,NR,NR
Chandvad,22/01/08,2401, ,NR,NR,NR
Chandvad,23/01/08,2190, ,NR,NR,NR
Chandvad,24/01/08,2067, ,NR,NR,NR
Chandvad,25/01/08,1790.5, ,NR,NR,NR
Chandvad,29/01/08,2065.9, ,NR,NR,NR
Chandvad,30/01/08,1825.1, ,NR,NR,NR
Chandvad,31/01/08,1747.9, ,NR,NR,NR
Devala,18/01/08,740, ,NR,NR,NR
Devala,21/01/08,1030, ,NR,NR,NR
Devala,23/01/08,890, ,NR,NR,NR
Devala,24/01/08,440, ,NR,NR,NR
Devala,25/01/08,990, ,NR,NR,NR
Devala,28/01/08,980, ,NR,NR,NR
Devala,29/01/08,720, ,NR,NR,NR
Devala,30/01/08,670, ,NR,NR,NR
Devala,31/01/08,610, ,NR,NR,NR
Dhule,07/01/08,10, ,NR,NR,NR
Dhule,08/01/08,100, ,NR,NR,NR
Dhule,09/01/08,75.6, ,NR,NR,NR
Dhule,10/01/08,121.7, ,NR,NR,NR
Dhule,11/01/08,200, ,NR,NR,NR
Dindori(Vani),02/01/08,542.1,Red,200,428,281
Dindori(Vani),03/01/08,385.4, ,NR,NR,NR
Dindori(Vani),07/01/08,412.7,Red,201,419,321
Dindori(Vani),09/01/08,570.7,Red,235,391,295
Dindori(Vani),10/01/08,605.6,Red,201,370,270
Dindori(Vani),11/01/08,719, ,NR,NR,NR
Dindori(Vani),14/01/08,525.1, ,NR,NR,NR
Dindori(Vani),17/01/08,459.8,Red,208,348,270
Dindori(Vani),18/01/08,570.2,Red,201,381,275
Dindori(Vani),21/01/08,624.3,Red,200,420,265
Dindori(Vani),23/01/08,647.7,Red,200,381,271
Dindori(Vani),24/01/08,525.2,Red,231,365,280
Dindori(Vani),25/01/08,689.6,Red,200,350,251
Dindori(Vani),30/01/08,753.4, ,NR,NR,NR
Dindori(Vani),31/01/08,563.8,Red,200,358,241
Ghoti,01/01/08,1,Other,300,450,375
Ghoti,05/01/08,2.9,Other,200,400,300
Ghoti,22/01/08,1,Other,200,400,300
Ghoti,24/01/08,0.1,Other,300,300,300
Ghoti,29/01/08,2,Other,200,400,300
Ghoti,30/01/08,0.5,Other,280,280,280
Indapur,06/01/08,10.1, ,NR,NR,NR
Indapur,11/01/08,17.8, ,NR,NR,NR
Jalana,31/01/08,16, ,NR,NR,NR
Jalgaon,01/01/08,147.5, ,NR,NR,NR
Jalgaon,02/01/08,198, ,NR,NR,NR
Jalgaon,03/01/08,160,Other,300,400,350
Jalgaon,05/01/08,0.5,Other,400,800,600
Jalgaon,07/01/08,275, ,NR,NR,NR
Jalgaon,08/01/08,238,Other,350,450,400
Jalgaon,09/01/08,178, ,NR,NR,NR
Jalgaon,10/01/08,125, ,NR,NR,NR
Jalgaon,12/01/08,254, ,NR,NR,NR
Jalgaon,14/01/08,220,Other,350,450,400
Jalgaon,16/01/08,100, ,NR,NR,NR
Jalgaon,17/01/08,70, ,NR,NR,NR
Jalgaon,18/01/08,182,Red,200,275,250
Jalgaon,20/01/08,170,Other,400,500,450
Jalgaon,21/01/08,170,Other,400,500,450
Jalgaon,22/01/08,196,Red,200,300,250
Jalgaon,23/01/08,135, ,NR,NR,NR
Jalgaon,24/01/08,151, ,NR,NR,NR
Jalgaon,25/01/08,185, ,NR,NR,NR
