Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,03/12/09,3251.2,Other,200,2700,1450
Ahmednagar,05/12/09,4118.7,Other,300,2800,1550
Ahmednagar,07/12/09,3228.9,Other,300,3075,1650
Ahmednagar,10/12/09,1932.4,Other,300,3000,1650
Ahmednagar,12/12/09,1565.5,Other,300,3200,1750
Ahmednagar,14/12/09,1733.6,Other,300,3100,1700
Ahmednagar,17/12/09,2139.5,Other,400,2800,1650
Ahmednagar,19/12/09,1955.4,Other,300,3450,1875
Ahmednagar,21/12/09,1880.4,Other,300,3250,1775
Ahmednagar,24/12/09,1594.7,Other,400,3000,1700
Ahmednagar,26/12/09,1034.4,Other,300,3000,1650
Ahmednagar,28/12/09,1478.7,Other,300,3000,1650
Ahmednagar,31/12/09,2246.5,Other,200,2350,1250
Akole,06/12/09,53.3,Other,200,2900,566
Akole,13/12/09,25.1,Other,400,3100,889
Akole,20/12/09,26.8,Other,200,3300,1134
Akole,27/12/09,21.7,Other,400,2300,1069
Amrawati(Frui & Veg. Market),01/12/09,30,Other,600,1300,950
Amrawati(Frui & Veg. Market),02/12/09,30,Other,700,1400,1050
Amrawati(Frui & Veg. Market),04/12/09,90,Other,700,1400,1050
Amrawati(Frui & Veg. Market),05/12/09,60,Other,800,1800,1150
Amrawati(Frui & Veg. Market),06/12/09,40,Other,800,1500,1150
Amrawati(Frui & Veg. Market),07/12/09,75,Other,600,1300,950
Amrawati(Frui & Veg. Market),08/12/09,60,Other,700,1200,950
Amrawati(Frui & Veg. Market),09/12/09,90,Other,500,1100,800
Amrawati(Frui & Veg. Market),11/12/09,70,Other,500,1200,850
Amrawati(Frui & Veg. Market),12/12/09,60,Other,500,1400,950
Amrawati(Frui & Veg. Market),13/12/09,30,Other,500,1400,950
Amrawati(Frui & Veg. Market),14/12/09,45,Other,700,1600,1150
Amrawati(Frui & Veg. Market),15/12/09,30,Other,800,1600,1200
Amrawati(Frui & Veg. Market),16/12/09,75,Other,700,1700,1200
Amrawati(Frui & Veg. Market),17/12/09,60,Other,700,1700,1200
Amrawati(Frui & Veg. Market),18/12/09,60,Other,700,1700,1200
