Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aurangabad,02/08/08,17.5,Other,200,900,550
Aurangabad,03/08/08,15.8,Other,NR,NR,NR
Aurangabad,04/08/08,10.1,Other,NR,NR,NR
Aurangabad,05/08/08,13.2,Other,NR,NR,NR
Aurangabad,06/08/08,9.3,Other,200,800,500
Aurangabad,07/08/08,32,Other,NR,NR,NR
Aurangabad,09/08/08,22.6,Other,250,850,550
Aurangabad,10/08/08,36.1,Other,200,800,500
Aurangabad,11/08/08,5.7,Other,250,850,550
Aurangabad,12/08/08,10.2,Other,200,800,500
Aurangabad,14/08/08,50,Other,200,600,500
Aurangabad,16/08/08,14.2,Other,300,800,550
Aurangabad,17/08/08,20.3,Other,NR,NR,NR
Aurangabad,18/08/08,9,Other,NR,NR,NR
Aurangabad,19/08/08,3.2,Other,NR,NR,NR
Aurangabad,20/08/08,9,Other,200,800,500
Aurangabad,23/08/08,3,Other,300,800,550
Aurangabad,25/08/08,8.7,Other,NR,NR,NR
Aurangabad,26/08/08,2.2,Other,300,900,600
Barshi,06/08/08,9.6,Other,NR,NR,NR
Barshi,18/08/08,54.8,Other,NR,NR,NR
Chandvad,02/08/08,108.5,Other,NR,NR,NR
Chandvad,05/08/08,240,Other,NR,NR,NR
Chandvad,06/08/08,167,Other,200,841,750
Chandvad,14/08/08,222.5,Other,NR,NR,NR
Chandvad,19/08/08,188,Other,NR,NR,NR
Chandvad,20/08/08,381.5,Other,201,839,750
Devala,08/08/08,270,Other,300,824,750
Devala,13/08/08,300,Other,280,851,775
Devala,14/08/08,435,Other,200,847,750
Devala,18/08/08,700,Other,NR,NR,NR
Devala,20/08/08,620,Other,230,841,725
Devala,21/08/08,485,Other,NR,NR,NR
Devala,22/08/08,430,Other,NR,NR,NR
Devala,25/08/08,485,Other,200,824,730
Devala,26/08/08,390,Other,NR,NR,NR
Devala,27/08/08,390,Other,NR,NR,NR
Devala,29/08/08,345,Other,NR,NR,NR
Dhule,04/08/08,33.6,Other,NR,NR,NR
Dhule,05/08/08,150,Other,NR,NR,NR
Dhule,06/08/08,44.2,Other,NR,NR,NR
Dhule,07/08/08,150,Other,NR,NR,NR
Dhule,08/08/08,200,Other,NR,NR,NR
