Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,25/02/2007,1312.3,Other,300,990,650
Ahmednagar,26/02/2007,1067.4,Other,200,770,485
Akkalkot,12/02/2007,6.7,Red,400,1400,700
Aurangabad,01/02/2007,18.5,Other,500,1000,850
Aurangabad,03/02/2007,6,Other,600,900,800
Aurangabad,04/02/2007,12.3,Other,700,950,850
Aurangabad,05/02/2007,4,Other,600,1000,850
Baramati,03/02/2007,18,Red,460,1200,1000
Baramati,10/02/2007,18,Red,500,1225,1050
Barshi,06/02/2007,29.6,Other,225,1252,951
Barshi,08/02/2007,22.7,Other,300,1326,1075
Barshi,09/02/2007,32.9,Other,300,1251,575
Barshi,10/02/2007,90.8, ,NR,NR,NR
Barshi,12/02/2007,90.8, ,NR,NR,NR
Barshi,15/02/2007,22.3, ,NR,NR,NR
Barshi,21/02/2007,39.8,Other,200,1150,825
Barshi,26/02/2007,87.5, ,NR,NR,NR
Chandrapur,21/02/2007,9,Other,700,1100,950
Chandrapur,22/02/2007,0.8,Other,400,1000,950
Chandrapur,23/02/2007,9,Other,400,1100,950
Chandrapur,28/02/2007,9,Other,600,1100,850
Chandvad,01/02/2007,696, ,NR,NR,NR
Chandvad,02/02/2007,741,Other,250,1127,950
Chandvad,03/02/2007,691.2,Other,250,1205,1050
Chandvad,06/02/2007,1028,Other,250,1451,1150
Chandvad,07/02/2007,810,Other,225,1251,1100
Chandvad,08/02/2007,876,Other,200,1161,1000
Chandvad,09/02/2007,849.5, ,NR,NR,NR
Chandvad,10/02/2007,818,Other,200,1161,1025
Chandvad,13/02/2007,1103.5,Other,200,1147,1025
Chandvad,14/02/2007,978,Other,200,1171,1100
Chandvad,15/02/2007,1198,Other,200,1154,1050
Chandvad,22/02/2007,702, ,NR,NR,NR
Chandvad,23/02/2007,675.1, ,NR,NR,NR
Chandvad,24/02/2007,827.5, ,NR,NR,NR
Chandvad,27/02/2007,713.2, ,NR,NR,NR
Devala,01/02/2007,485,Red,786,1110,1000
Devala,02/02/2007,405,Red,500,1100,1025
Devala,05/02/2007,550,Red,606,1516,1425
Devala,06/02/2007,750,Red,600,1516,1000
Devala,07/02/2007,620,Red,350,1267,1100
Devala,08/02/2007,520,Red,300,1190,950
Devala,09/02/2007,25,Other,850,1021,925
Devala,Red,350,1041,925,1021,925
Dhule,05/02/2007,150,Other,300,1260,1100
Dhule,Red,300,1490,1250,1260,1100
Dhule,06/02/2007,100,Other,300,1405,1270
