Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Aurangabad,01/07/08,8.3,Other,300,500,400
Aurangabad,02/07/08,15,Other,NR,NR,NR
Aurangabad,03/07/08,17.7,Other,NR,NR,NR
Aurangabad,05/07/08,10.3,Other,300,600,450
Aurangabad,06/07/08,21.3,Other,250,500,375
Aurangabad,07/07/08,18.4,Other,NR,NR,NR
Aurangabad,08/07/08,9.9,Other,250,550,400
Aurangabad,09/07/08,33.7,Other,250,550,400
Aurangabad,10/07/08,24.9,Other,250,650,500
Aurangabad,12/07/08,23.4,Other,200,600,400
Aurangabad,13/07/08,15.5,Other,300,500,400
Aurangabad,14/07/08,5,Other,300,500,400
Aurangabad,15/07/08,6.4,Other,250,550,400
Aurangabad,16/07/08,17,Other,250,600,425
Aurangabad,17/07/08,25.4,Other,300,600,450
Aurangabad,19/07/08,10.5,Other,300,700,500
Aurangabad,20/07/08,20.9,Other,250,650,450
Aurangabad,21/07/08,7.4,Other,NR,NR,NR
Aurangabad,22/07/08,5.7,Other,250,650,450
Aurangabad,24/07/08,25.2,Other,300,800,550
Aurangabad,26/07/08,9.7,Other,300,900,600
Aurangabad,27/07/08,34.2,Other,400,900,650
Aurangabad,28/07/08,6.7,Other,300,800,550
Aurangabad,29/07/08,14.9,Other,250,750,500
Aurangabad,30/07/08,4.1,Other,200,800,500
Aurangabad,31/07/08,30.3,Other,250,850,550
Baramati,09/07/08,7,Red,200,675,525
Baramati,12/07/08,14,Red,200,901,650
Baramati,26/07/08,23,Red,200,951,700
Barshi,21/07/08,82.7,Red,NR,NR,NR
Barshi,28/07/08,94.5,Red,NR,NR,NR
Devala,07/07/08,310,Red,NR,NR,NR
Devala,15/07/08,285,Other,200,735,700
Devala,24/07/08,200,Other,NR,NR,NR
Devala,25/07/08,270,Other,NR,NR,NR
Devala,28/07/08,395,Other,200,778,730
Devala,29/07/08,170,Other,336,800,775
Devala,31/07/08,280,Other,300,865,825
Dhule,01/07/08,250,Other,NR,NR,NR
Dhule,16/07/08,250,Other,NR,NR,NR
Dhule,17/07/08,200,Other,NR,NR,NR
Dhule,24/07/08,22,Other,NR,NR,NR
Dhule,25/07/08,20,Other,NR,NR,NR
Dhule,28/07/08,250,Other,NR,NR,NR
Dhule,29/07/08,350,Other,NR,NR,NR
Dindori,01/07/08,63.5,Other,350,517,465
Dindori,02/07/08,68,Other,400,527,487
Dindori,03/07/08,24,Other,414,531,493
Dindori,04/07/08,55.3,Other,222,520,490
Dindori,07/07/08,53.4,Other,225,513,465
Dindori,08/07/08,33.4,Other,476,580,550
Dindori,09/07/08,56.7,Other,427,648,618
Dindori,31/07/08,4.6,Other,496,801,782
Dindori(Vani),03/07/08,308,Other,300,572,525
Dindori(Vani),04/07/08,382.5,Other,370,579,535
Dindori(Vani),07/07/08,531.8,Other,450,570,523
Dindori(Vani),31/07/08,135.2,Other,713,897,820
Ghoti,05/07/08,2.8,Other,303,303,303
Ghoti,08/07/08,2.6,Other,200,366,283
Ghoti,12/07/08,3,Other,300,300,300
Ghoti,15/07/08,2.3,Other,NR,NR,NR
Ghoti,19/07/08,3.9,Other,280,350,315
Ghoti,22/07/08,2.6,Other,316,350,333
Ghoti,29/07/08,0.6,Other,300,300,300
