Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,18/09/08,1335.1,Other,200,875,540
Ahmednagar,20/09/08,869.1,Other,200,800,500
Ahmednagar,22/09/08,1179.9,Other,NR,NR,NR
Ahmednagar,25/09/08,791.7,Other,NR,NR,NR
Ahmednagar,27/09/08,551.8,Other,NR,NR,NR
Ahmednagar,29/09/08,639.2,Other,200,850,525
Aurangabad,01/09/08,15.6,Other,200,600,400
Aurangabad,02/09/08,15.2,Other,250,700,350
Aurangabad,03/09/08,12.1,Other,200,600,400
Aurangabad,04/09/08,15.2,Other,NR,NR,NR
Aurangabad,06/09/08,12.6,Other,300,600,450
Aurangabad,08/09/08,15.1,Other,NR,NR,NR
Aurangabad,09/09/08,18.2,Other,NR,NR,NR
Aurangabad,10/09/08,16.5,Other,200,700,450
Aurangabad,11/09/08,36.9,Other,NR,NR,NR
Aurangabad,16/09/08,14.2,Other,NR,NR,NR
Aurangabad,18/09/08,42,Other,NR,NR,NR
Aurangabad,20/09/08,18.2,Other,NR,NR,NR
Aurangabad,21/09/08,39.3,Other,NR,NR,NR
Aurangabad,22/09/08,24.4,Other,NR,NR,NR
Aurangabad,23/09/08,15.5,Other,NR,NR,NR
Aurangabad,24/09/08,11.8,Other,NR,NR,NR
Aurangabad,25/09/08,37.3,Other,NR,NR,NR
Aurangabad,27/09/08,12,Other,200,500,350
Aurangabad,28/09/08,53.5,Other,NR,NR,NR
Aurangabad,29/09/08,14.9,Other,150,550,350
Baramati,24/09/08,28.8,Red,300,800,700
Barshi,01/09/08,4.7,Red,NR,NR,NR
Barshi,15/09/08,27.2,Red,NR,NR,NR
Chandrapur(Ganjwad),09/09/08,27.8,Other,350,800,600
Chandvad,16/09/08,191.5,Other,NR,NR,NR
Chandvad,17/09/08,160.5,Other,NR,NR,NR
Chandvad,18/09/08,161.2,Other,NR,NR,NR
Chandvad,26/09/08,247,Other,NR,NR,NR
Chandvad,27/09/08,97,Other,NR,NR,NR
Devala,09/09/08,430,Other,NR,NR,NR
Devala,15/09/08,390,Other,NR,NR,NR
Devala,16/09/08,330,Other,NR,NR,NR
Devala,17/09/08,270,Other,NR,NR,NR
Devala,18/09/08,280,Other,NR,NR,NR
Devala,19/09/08,105,Other,450,660,580
Devala,22/09/08,385,Other,NR,NR,NR
Dhule,08/09/08,200,Other,NR,NR,NR
Dhule,09/09/08,89.2,Other,NR,NR,NR
Dhule,10/09/08,200,Other,200,205,205
Dhule,11/09/08,28.6,Other,250,450,365
