Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,04/06/09,2427.5,Other,200,900,550
Ahmednagar,06/06/09,1981.2,Other,200,800,500
Ahmednagar,11/06/09,1769.2,Other,250,920,600
Ahmednagar,13/06/09,1905.6,Other,300,905,655
Ahmednagar,15/06/09,1830.5,Other,250,900,600
Ahmednagar,18/06/09,1466.3,Other,250,850,550
Ahmednagar,20/06/09,1095.1,Other,200,820,525
Ahmednagar,22/06/09,1259.4,Other,250,835,550
Akole,07/06/09,339.8,Other,200,900,600
Akole,14/06/09,139.7,Other,200,875,600
Akole,21/06/09,146.7,Other,200,900,625
Akole,28/06/09,138.3,Other,200,825,632
Alibagh,11/06/09,26,Red,600,640,625
Alibagh,12/06/09,24,Red,600,650,620
Alibagh,13/06/09,28.5,Red,610,660,640
Alibagh,15/06/09,27,Red,625,670,650
Alibagh,16/06/09,30,Red,640,700,675
Alibagh,17/06/09,31,Red,670,740,700
Alibagh,18/06/09,30,Red,690,750,725
Alibagh,19/06/09,32,Red,710,760,740
Alibagh,20/06/09,30,Red,700,730,720
Alibagh,22/06/09,33,Red,660,710,690
Alibagh,23/06/09,42.5,Red,600,700,670
Amrawati(Frui & Veg. Market),01/06/09,45,Other,700,950,825
Amrawati(Frui & Veg. Market),02/06/09,30,Other,700,950,825
Amrawati(Frui & Veg. Market),03/06/09,45,Other,700,950,825
Amrawati(Frui & Veg. Market),05/06/09,40,Other,500,950,725
Amrawati(Frui & Veg. Market),08/06/09,70,Other,500,600,550
Amrawati(Frui & Veg. Market),09/06/09,45,Other,500,900,700
Amrawati(Frui & Veg. Market),10/06/09,60,Other,500,900,700
Amrawati(Frui & Veg. Market),12/06/09,30,Other,500,900,700
Amrawati(Frui & Veg. Market),24/06/09,30,Other,500,900,700
Amrawati(Frui & Veg. Market),26/06/09,30,Other,400,900,650
Amrawati(Frui & Veg. Market),27/06/09,30,Other,700,900,800
Amrawati(Frui & Veg. Market),28/06/09,25,Other,700,900,800
Amrawati(Frui & Veg. Market),29/06/09,30,Other,500,950,725
Amrawati(Frui & Veg. Market),30/06/09,30,Other,500,900,700
Aurangabad,01/06/09,16.1,Other,300,800,550
Aurangabad,02/06/09,25,Other,250,650,450
Aurangabad,03/06/09,15.9,Other,400,700,550
Aurangabad,04/06/09,65.5,Other,300,500,400
Aurangabad,06/06/09,46,Other,300,650,475
Aurangabad,07/06/09,80.2,Other,300,800,550
Aurangabad,08/06/09,16.2,Other,300,700,500
Aurangabad,09/06/09,11,Other,250,750,500
Aurangabad,10/06/09,12.8,Other,200,750,475
Aurangabad,11/06/09,53.7,Other,200,700,450
Aurangabad,13/06/09,29.9,Other,150,750,450
Aurangabad,14/06/09,37.4,Other,300,700,500
Aurangabad,15/06/09,17.7,Other,300,800,550
Aurangabad,16/06/09,12.5,Other,400,800,600
Aurangabad,17/06/09,10.7,Other,150,750,450
Aurangabad,18/06/09,53.1,Other,150,550,350
Aurangabad,20/06/09,18,Other,150,550,350
Aurangabad,21/06/09,38.5,Other,150,450,300
Aurangabad,22/06/09,15.6,Other,200,500,350
Aurangabad,23/06/09,12.7,Other,200,500,350
Aurangabad,24/06/09,29.7,Other,300,500,400
Aurangabad,25/06/09,90.1,Other,350,700,500
Aurangabad,27/06/09,36.7,Other,300,600,450
Aurangabad,28/06/09,30.3,Other,200,500,350
Aurangabad,29/06/09,12.5,Other,150,650,400
Aurangabad,30/06/09,13.8,Other,300,600,450
Barshi,09/06/09,20.8,Other,100,700,625
Chalisgaon,03/06/09,0.7,Other,375,600,450
Chalisgaon,04/06/09,0.6,Other,180,470,310
Chalisgaon,05/06/09,0.3,Other,200,600,400
Chalisgaon,06/06/09,0.8,Other,400,700,550
Chalisgaon,12/06/09,1,Other,200,700,450
Chalisgaon,17/06/09,1,Other,200,700,550
Chalisgaon,18/06/09,0.2,Other,300,750,525
Chalisgaon,22/06/09,1.8,Other,300,700,650
Chandrapur(Ganjwad),01/06/09,190,Other,500,950,800
Chandrapur(Ganjwad),02/06/09,66.6,Other,600,1050,850
Chandrapur(Ganjwad),05/06/09,60.8,Other,600,1100,900
Chandrapur(Ganjwad),06/06/09,37.7,Other,600,1000,800
Chandrapur(Ganjwad),10/06/09,67.2,Other,600,1000,900
Chandrapur(Ganjwad),11/06/09,45.7,Other,600,1200,1000
Chandrapur(Ganjwad),12/06/09,38.5,Other,600,1200,1000
Chandrapur(Ganjwad),13/06/09,63.5,Other,400,1200,900
Chandrapur(Ganjwad),15/06/09,65.7,Other,400,1000,800
Chandvad,02/06/09,581,Other,200,811,700
Chandvad,03/06/09,714,Other,200,780,660
Chandvad,04/06/09,614.5,Other,200,725,600
Chandvad,16/06/09,422.5,Other,200,762,675
Chandvad,17/06/09,525,Other,200,759,675
Chandvad,19/06/09,519,Other,200,720,670
Chandvad,23/06/09,627.5,Other,200,765,630
Chandvad,24/06/09,420,Other,200,724,640
Chandvad,25/06/09,370.5,Other,200,701,625
Chandvad,26/06/09,318.5,Other,200,718,650
Chandvad,27/06/09,336.6,Other,300,760,650
Devala,01/06/09,440,Other,NR,NR,NR
Devala,02/06/09,450,Other,150,801,700
Devala,03/06/09,480,Other,NR,NR,NR
Devala,04/06/09,570,Other,106,757,710
