Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,02/04/09,1963.3,Other,200,625,425
Ahmednagar,04/04/09,2181.9,Other,200,600,400
Ahmednagar,07/04/09,61.3,Other,100,475,275
Ahmednagar,09/04/09,2722.2,Other,150,550,350
Ahmednagar,11/04/09,1983.1,Other,300,665,475
Ahmednagar,13/04/09,2997.9,Other,250,655,455
Ahmednagar,20/04/09,1691.6,Other,200,525,375
Ahmednagar,25/04/09,2035.1,Other,250,525,400
Ahmednagar,28/04/09,2097.9,Other,250,525,400
Ahmednagar,30/04/09,2304.3,Other,250,575,425
Akole,12/04/09,154.2,Other,250,725,531
Akole,19/04/09,453.7,Other,100,551,421
Akole,26/04/09,429.2,Other,100,525,350
Amrawati(Frui & Veg. Market),08/04/09,15,Other,400,650,525
Amrawati(Frui & Veg. Market),13/04/09,60,Other,500,650,575
Amrawati(Frui & Veg. Market),14/04/09,60,Other,500,700,600
Amrawati(Frui & Veg. Market),15/04/09,30,Other,500,600,550
Amrawati(Frui & Veg. Market),17/04/09,100,Other,550,650,600
Amrawati(Frui & Veg. Market),18/04/09,10,Other,500,700,600
Amrawati(Frui & Veg. Market),19/04/09,40,Other,500,700,600
Amrawati(Frui & Veg. Market),20/04/09,45,Other,500,650,575
Amrawati(Frui & Veg. Market),21/04/09,36,Other,300,650,475
Amrawati(Frui & Veg. Market),22/04/09,45,Other,500,650,575
Amrawati(Frui & Veg. Market),24/04/09,60,Other,500,700,600
Amrawati(Frui & Veg. Market),25/04/09,28,Other,500,800,650
Amrawati(Frui & Veg. Market),26/04/09,30,Other,500,750,625
Amrawati(Frui & Veg. Market),27/04/09,45,Other,500,700,600
Amrawati(Frui & Veg. Market),28/04/09,30,Other,500,650,575
Amrawati(Frui & Veg. Market),29/04/09,45,Other,500,650,575
Aurangabad,01/04/09,33,Other,250,850,550
Aurangabad,02/04/09,59.2,Other,200,700,450
Aurangabad,04/04/09,37.5,Other,350,600,425
Aurangabad,05/04/09,62,Other,350,650,450
Aurangabad,06/04/09,36.1,Other,250,650,450
