,0.0
2006-06-15,309.4117647058824
2006-06-16,313.2352941176472
2006-06-17,317.0588235294117
2006-06-18,320.88235294117646
2006-06-19,324.70588235294116
2006-06-20,328.5294117647058
2006-06-21,332.35294117647067
2006-06-22,336.1764705882353
2006-06-23,340.0
2006-06-24,323.3333333333333
2006-06-25,306.6666666666667
2006-06-26,290.0
2006-06-27,291.5254237288136
2006-06-28,293.0508474576271
2006-06-29,294.5762711864407
2006-06-30,296.10169491525426
2006-07-01,297.6271186440678
2006-07-02,299.1525423728814
2006-07-03,300.6779661016949
2006-07-04,302.2033898305085
2006-07-05,303.728813559322
2006-07-06,305.25423728813564
2006-07-07,306.7796610169492
2006-07-08,308.30508474576266
2006-07-09,309.8305084745763
2006-07-10,311.35593220338984
2006-07-11,312.88135593220335
2006-07-12,314.40677966101686
2006-07-13,315.93220338983053
2006-07-14,317.45762711864404
2006-07-15,318.9830508474576
2006-07-16,320.50847457627117
2006-07-17,322.0338983050848
2006-07-18,323.5593220338983
2006-07-19,325.0847457627118
2006-07-20,326.61016949152537
2006-07-21,328.135593220339
2006-07-22,329.6610169491525
2006-07-23,331.1864406779661
2006-07-24,332.7118644067797
2006-07-25,334.2372881355932
2006-07-26,335.76271186440675
2006-07-27,337.2881355932203
2006-07-28,338.8135593220339
2006-07-29,340.33898305084745
2006-07-30,341.864406779661
2006-07-31,343.38983050847463
2006-08-01,344.91525423728814
2006-08-02,346.4406779661017
2006-08-03,347.96610169491515
2006-08-04,349.4915254237288
2006-08-05,351.01694915254234
2006-08-06,352.54237288135596
2006-08-07,354.0677966101695
2006-08-08,355.59322033898314
2006-08-09,357.11864406779665
2006-08-10,358.64406779661016
2006-08-11,360.16949152542367
2006-08-12,361.6949152542373
2006-08-13,363.22033898305085
2006-08-14,364.7457627118644
2006-08-15,366.2711864406781
2006-08-16,367.7966101694915
2006-08-17,369.3220338983051
2006-08-18,370.8474576271186
2006-08-19,372.3728813559322
2006-08-20,373.8983050847457
2006-08-21,375.42372881355936
2006-08-22,376.9491525423729
2006-08-23,378.4745762711864
2006-08-24,380.0
2006-08-25,377.27272727272725
2006-08-26,374.54545454545456
2006-08-27,371.8181818181818
2006-08-28,369.09090909090907
2006-08-29,366.3636363636364
2006-08-30,363.6363636363636
2006-08-31,360.9090909090909
2006-09-01,358.1818181818182
2006-09-02,355.45454545454544
2006-09-03,352.72727272727275
2006-09-04,350.0
2006-09-05,349.0
2006-09-06,348.0
2006-09-07,347.0
2006-09-08,346.0
2006-09-09,345.0
2006-09-10,344.0
2006-09-11,343.0
2006-09-12,342.0
2006-09-13,341.0
2006-09-14,340.0
2006-09-15,340.4
2006-09-16,340.8
2006-09-17,341.2
2006-09-18,341.6
2006-09-19,342.0
2006-09-20,342.4
2006-09-21,342.8
2006-09-22,343.2
2006-09-23,343.6
2006-09-24,344.0
2006-09-25,344.4
2006-09-26,344.8
2006-09-27,345.2
2006-09-28,345.6
2006-09-29,346.0
2006-09-30,346.4
2006-10-01,346.8
2006-10-02,347.2
2006-10-03,347.6
2006-10-04,348.0
2006-10-05,348.4
2006-10-06,348.8
2006-10-07,349.2
2006-10-08,349.6
2006-10-09,350.0
2006-10-10,363.6363636363636
2006-10-11,377.27272727272725
2006-10-12,390.9090909090909
2006-10-13,404.54545454545456
2006-10-14,418.1818181818182
2006-10-15,431.8181818181818
2006-10-16,445.45454545454544
2006-10-17,459.0909090909091
2006-10-18,472.7272727272728
2006-10-19,486.3636363636364
2006-10-20,500.0
2006-10-21,513.6363636363636
2006-10-22,527.2727272727273
2006-10-23,540.9090909090909
2006-10-24,554.5454545454545
2006-10-25,568.1818181818182
2006-10-26,581.8181818181818
2006-10-27,595.4545454545455
2006-10-28,609.0909090909091
2006-10-29,622.7272727272727
2006-10-30,636.3636363636364
2006-10-31,650.0
2006-11-01,652.6578947368421
2006-11-02,655.3157894736843
2006-11-03,657.9736842105264
2006-11-04,660.6315789473684
2006-11-05,663.2894736842105
2006-11-06,665.9473684210526
2006-11-07,668.6052631578948
2006-11-08,671.2631578947369
2006-11-09,673.921052631579
2006-11-10,676.578947368421
2006-11-11,679.2368421052631
2006-11-12,681.8947368421052
2006-11-13,684.5526315789474
2006-11-14,687.2105263157895
2006-11-15,689.8684210526317
2006-11-16,692.5263157894735
2006-11-17,695.1842105263157
2006-11-18,697.8421052631578
2006-11-19,700.5
2006-11-20,703.1578947368422
2006-11-21,705.8157894736843
2006-11-22,708.4736842105265
2006-11-23,711.1315789473683
2006-11-24,713.7894736842105
2006-11-25,716.4473684210526
2006-11-26,719.1052631578948
2006-11-27,721.763157894737
2006-11-28,724.421052631579
2006-11-29,727.078947368421
2006-11-30,729.736842105263
2006-12-01,732.3947368421052
2006-12-02,735.0526315789474
2006-12-03,737.7105263157895
2006-12-04,740.3684210526317
2006-12-05,743.0263157894735
2006-12-06,745.6842105263157
2006-12-07,748.3421052631578
2006-12-08,751.0
2006-12-09,767.6666666666665
2006-12-10,784.3333333333335
2006-12-11,801.0
2006-12-12,810.0
2006-12-13,743.6666666666665
2006-12-14,677.3333333333334
2006-12-15,611.0
2006-12-16,591.0
2006-12-17,571.0
2006-12-18,551.0
2006-12-19,650.0
2006-12-20,700.5
2006-12-21,751.0
2006-12-22,651.0
2006-12-23,684.3333333333334
2006-12-24,717.6666666666665
2006-12-25,751.0
2006-12-26,721.0
2006-12-27,701.0
2006-12-28,650.0
2006-12-29,681.0
2006-12-30,695.6666666666665
2006-12-31,710.3333333333335
2007-01-01,725.0
2007-01-02,711.0
2007-01-03,671.0
2007-01-04,811.0
2007-01-05,951.0
2007-01-06,957.3333333333336
2007-01-07,963.6666666666664
2007-01-08,970.0
2007-01-09,900.0
2007-01-10,651.0
2007-01-11,791.0
2007-01-12,811.0
2007-01-13,849.0
2007-01-14,887.0
2007-01-15,925.0
2007-01-16,941.0
2007-01-17,1025.0
2007-01-18,1100.0
2007-01-19,1037.5
2007-01-20,975.0
2007-01-21,912.5
2007-01-22,850.0
2007-01-23,931.0
2007-01-24,881.0
2007-01-25,850.0
2007-01-26,880.25
2007-01-27,910.5
2007-01-28,940.75
2007-01-29,971.0
2007-01-30,1031.0
2007-01-31,951.0
2007-02-01,1001.0
2007-02-02,1071.0
2007-02-03,1157.6666666666667
2007-02-04,1244.3333333333333
2007-02-05,1331.0
2007-02-06,1251.0
2007-02-07,1001.0
2007-02-08,971.0
2007-02-09,975.0
2007-02-10,1010.0
2007-02-11,1045.0
2007-02-12,1080.0
2007-02-13,1081.0
2007-02-14,951.0
2007-02-15,1050.0
2007-02-16,1057.5
2007-02-17,1065.0
2007-02-18,1072.5
2007-02-19,1080.0
2007-02-20,1080.0
2007-02-21,950.0
2007-02-22,950.0
2007-02-23,851.0
2007-02-24,751.0
2007-02-25,651.0
2007-02-26,551.0
2007-02-27,500.0
2007-02-28,451.0
2007-03-01,515.0
2007-03-02,576.25
2007-03-03,637.5
2007-03-04,698.75
2007-03-05,760.0
2007-03-06,675.0
2007-03-07,731.0
2007-03-08,700.0
2007-03-09,680.25
2007-03-10,660.5
2007-03-11,640.75
2007-03-12,621.0
2007-03-13,691.0
2007-03-14,600.0
2007-03-15,600.0
2007-03-16,641.0
2007-03-17,628.5
2007-03-18,616.0
2007-03-19,603.5
2007-03-20,591.0
2007-03-21,551.0
2007-03-22,591.0
2007-03-23,580.0
2007-03-24,571.3636363636364
2007-03-25,562.7272727272727
2007-03-26,554.0909090909091
2007-03-27,545.4545454545455
2007-03-28,536.8181818181819
2007-03-29,528.1818181818181
2007-03-30,519.5454545454545
2007-03-31,510.9090909090909
2007-04-01,502.27272727272725
2007-04-02,493.6363636363636
2007-04-03,485.0
2007-04-04,351.0
2007-04-05,485.0
2007-04-06,475.0
2007-04-07,463.66666666666674
2007-04-08,452.33333333333326
2007-04-09,441.0
2007-04-10,461.0
2007-04-11,431.0
2007-04-12,461.0
2007-04-13,440.0
2007-04-14,440.33333333333326
2007-04-15,440.66666666666674
2007-04-16,441.0
2007-04-17,420.5
2007-04-18,400.0
2007-04-19,390.0
2007-04-20,400.0
2007-04-21,410.33333333333326
2007-04-22,420.66666666666674
2007-04-23,431.0
2007-04-24,435.0
2007-04-25,443.0
2007-04-26,451.0
2007-04-27,471.0
2007-04-28,465.8
2007-04-29,460.6
2007-04-30,455.4
2007-05-01,450.2
2007-05-02,445.0
2007-05-03,463.33333333333326
2007-05-04,481.66666666666674
2007-05-05,500.0
2007-05-06,475.5
2007-05-07,451.0
2007-05-08,500.0
2007-05-09,410.0
2007-05-10,451.0
2007-05-11,470.0
2007-05-12,455.0
2007-05-13,440.0
2007-05-14,425.0
2007-05-15,450.0
2007-05-16,450.5
2007-05-17,451.0
2007-05-18,451.0
2007-05-19,451.0
2007-05-20,451.0
2007-05-21,451.0
2007-05-22,430.0
2007-05-23,435.5
2007-05-24,441.0
2007-05-25,450.0
2007-05-26,466.66666666666674
2007-05-27,483.33333333333326
2007-05-28,500.0
2007-05-29,575.0
2007-05-30,411.0
2007-05-31,580.0
2007-06-01,597.5
2007-06-02,615.0
2007-06-03,632.5
2007-06-04,650.0
2007-06-05,641.0
2007-06-06,600.0
2007-06-07,511.0
2007-06-08,775.0
2007-06-09,773.3333333333335
2007-06-10,771.6666666666665
2007-06-11,770.0
2007-06-12,800.0
2007-06-13,806.2307692307692
2007-06-14,812.4615384615387
2007-06-15,818.6923076923077
2007-06-16,824.9230769230769
2007-06-17,831.1538461538463
2007-06-18,837.3846153846154
2007-06-19,843.6153846153846
2007-06-20,849.8461538461537
2007-06-21,856.0769230769231
2007-06-22,862.3076923076923
2007-06-23,868.5384615384613
2007-06-24,874.7692307692308
2007-06-25,881.0
2007-06-26,871.0
2007-06-27,800.0
2007-06-28,830.0
2007-06-29,850.0
2007-06-30,875.25
2007-07-01,900.5
2007-07-02,925.75
2007-07-03,951.0
2007-07-04,871.0
2007-07-05,871.0
2007-07-06,865.0
2007-07-07,860.3333333333335
2007-07-08,855.6666666666665
2007-07-09,851.0
2007-07-10,850.0
2007-07-11,851.0
2007-07-12,841.0
2007-07-13,851.0
2007-07-14,844.3333333333335
2007-07-15,837.6666666666665
2007-07-16,831.0
2007-07-17,831.0
2007-07-18,831.0
2007-07-19,831.0
2007-07-20,841.0
2007-07-21,837.6666666666665
2007-07-22,834.3333333333335
2007-07-23,831.0
2007-07-24,821.0
2007-07-25,831.0
2007-07-26,853.0
2007-07-27,875.0
2007-07-28,883.75
2007-07-29,892.5
2007-07-30,901.25
2007-07-31,910.0
2007-08-01,851.0
2007-08-02,871.0
2007-08-03,861.0
2007-08-04,867.6666666666665
2007-08-05,874.3333333333335
2007-08-06,881.0
2007-08-07,921.0
2007-08-08,926.0
2007-08-09,931.0
2007-08-10,931.0
2007-08-11,971.0
2007-08-12,1011.0
2007-08-13,1051.0
2007-08-14,1031.0
2007-08-15,1116.0
2007-08-16,1201.0
2007-08-17,1326.0
2007-08-18,1451.0
2007-08-19,1576.0
2007-08-20,1701.0
2007-08-21,1371.0
2007-08-22,1361.0
2007-08-23,1490.0
2007-08-24,1501.0
2007-08-25,1461.0
2007-08-26,1421.0
2007-08-27,1381.0
2007-08-28,1341.0
2007-08-29,1301.0
2007-08-30,1451.0
2007-08-31,1421.0
2007-09-01,1440.666666666667
2007-09-02,1460.333333333333
2007-09-03,1480.0
2007-09-04,1390.5
2007-09-05,1301.0
2007-09-06,1351.0
2007-09-07,1331.0
2007-09-08,1311.0
2007-09-09,1291.0
2007-09-10,1271.0
2007-09-11,1251.0
2007-09-12,1251.0
2007-09-13,1331.0
2007-09-14,1251.0
2007-09-15,1326.0
2007-09-16,1401.0
2007-09-17,1476.0
2007-09-18,1551.0
2007-09-19,1550.0
2007-09-20,1600.0
2007-09-21,1600.0
2007-09-22,1550.333333333333
2007-09-23,1500.666666666667
2007-09-24,1451.0
2007-09-25,1476.0
2007-09-26,1501.0
2007-09-27,1701.0
2007-09-28,1771.0
2007-09-29,1797.666666666667
2007-09-30,1824.333333333333
2007-10-01,1851.0
2007-10-02,1786.0
2007-10-03,1721.0
2007-10-04,1647.0
2007-10-05,1573.0
2007-10-06,1499.0
2007-10-07,1425.0
2007-10-08,1351.0
2007-10-09,1351.0
2007-10-10,1401.0
2007-10-11,1451.0
2007-10-12,1401.0
2007-10-13,1384.333333333333
2007-10-14,1367.6666666666667
2007-10-15,1351.0
2007-10-16,1351.0
2007-10-17,1351.0
2007-10-18,1370.0
2007-10-19,1351.0
2007-10-20,1334.3333333333333
2007-10-21,1317.6666666666667
2007-10-22,1301.0
2007-10-23,1261.0
2007-10-24,1351.0
2007-10-25,1251.0
2007-10-26,1090.0
2007-10-27,1137.0
2007-10-28,1184.0
2007-10-29,1231.0
2007-10-30,1151.0
2007-10-31,1151.0
2007-11-01,1051.0
2007-11-02,951.0
2007-11-03,976.8333333333336
2007-11-04,1002.6666666666664
2007-11-05,1028.5
2007-11-06,1054.3333333333333
2007-11-07,1080.1666666666667
2007-11-08,1106.0
2007-11-09,1131.8333333333333
2007-11-10,1157.6666666666667
2007-11-11,1183.5
2007-11-12,1209.3333333333333
2007-11-13,1235.1666666666665
2007-11-14,1261.0
2007-11-15,1301.0
2007-11-16,911.0
2007-11-17,891.0
2007-11-18,871.0
2007-11-19,851.0
2007-11-20,1181.0
2007-11-21,1051.0
2007-11-22,761.0
2007-11-23,570.0
2007-11-24,563.6666666666666
2007-11-25,557.3333333333334
2007-11-26,551.0
2007-11-27,551.0
2007-11-28,551.0
2007-11-29,551.0
2007-11-30,561.0
2007-12-01,557.6666666666666
2007-12-02,554.3333333333334
2007-12-03,551.0
2007-12-04,641.0
2007-12-05,631.0
2007-12-06,591.0
2007-12-07,551.0
2007-12-08,521.0
2007-12-09,491.0
2007-12-10,461.0
2007-12-11,541.0
2007-12-12,401.0
2007-12-13,431.0
2007-12-14,435.0
2007-12-15,440.33333333333326
2007-12-16,445.66666666666674
2007-12-17,451.0
2007-12-18,451.0
2007-12-19,431.0
2007-12-20,415.0
2007-12-21,401.0
2007-12-22,407.66666666666674
2007-12-23,414.33333333333326
2007-12-24,421.0
2007-12-25,421.0
2007-12-26,361.0
2007-12-27,351.0
2007-12-28,351.0
2007-12-29,337.6666666666667
2007-12-30,324.3333333333333
2007-12-31,311.0
2008-01-01,309.84615384615387
2008-01-02,308.6923076923077
2008-01-03,307.53846153846155
2008-01-04,306.38461538461536
2008-01-05,305.23076923076917
2008-01-06,304.07692307692315
2008-01-07,302.92307692307685
2008-01-08,301.76923076923083
2008-01-09,300.61538461538464
2008-01-10,299.46153846153845
2008-01-11,298.3076923076923
2008-01-12,297.15384615384613
2008-01-13,296.0
2008-01-14,294.84615384615387
2008-01-15,293.6923076923077
2008-01-16,292.53846153846155
2008-01-17,291.38461538461536
2008-01-18,290.23076923076917
2008-01-19,289.07692307692315
2008-01-20,287.92307692307685
2008-01-21,286.76923076923083
2008-01-22,285.61538461538464
2008-01-23,284.46153846153845
2008-01-24,283.3076923076923
2008-01-25,282.15384615384613
2008-01-26,281.0
2008-01-27,279.84615384615387
2008-01-28,278.6923076923077
2008-01-29,277.53846153846155
2008-01-30,276.38461538461536
2008-01-31,275.23076923076917
2008-02-01,274.0769230769231
2008-02-02,272.9230769230769
2008-02-03,271.76923076923083
2008-02-04,270.61538461538464
2008-02-05,269.46153846153845
2008-02-06,268.3076923076923
2008-02-07,267.1538461538462
2008-02-08,266.0
2008-02-09,264.84615384615387
2008-02-10,263.6923076923077
2008-02-11,262.53846153846155
2008-02-12,261.38461538461536
2008-02-13,260.23076923076917
2008-02-14,259.0769230769231
2008-02-15,257.9230769230769
2008-02-16,256.76923076923083
2008-02-17,255.61538461538456
2008-02-18,254.4615384615384
2008-02-19,253.3076923076923
2008-02-20,252.15384615384616
2008-02-21,251.0
2008-02-22,251.0
2008-02-23,260.6666666666667
2008-02-24,270.3333333333333
2008-02-25,280.0
2008-02-26,295.0
2008-02-27,310.0
2008-02-28,309.02777777777777
2008-02-29,308.0555555555556
2008-03-01,307.0833333333333
2008-03-02,306.1111111111111
2008-03-03,305.1388888888889
2008-03-04,304.1666666666667
2008-03-05,303.1944444444445
2008-03-06,302.22222222222223
2008-03-07,301.25
2008-03-08,300.27777777777777
2008-03-09,299.3055555555556
2008-03-10,298.3333333333333
2008-03-11,297.3611111111111
2008-03-12,296.3888888888889
2008-03-13,295.4166666666667
2008-03-14,294.4444444444445
2008-03-15,293.47222222222223
2008-03-16,292.5
2008-03-17,291.52777777777777
2008-03-18,290.5555555555556
2008-03-19,289.5833333333333
2008-03-20,288.6111111111111
2008-03-21,287.6388888888889
2008-03-22,286.6666666666667
2008-03-23,285.6944444444445
2008-03-24,284.72222222222223
2008-03-25,283.75
2008-03-26,282.77777777777777
2008-03-27,281.8055555555556
2008-03-28,280.8333333333333
2008-03-29,279.8611111111111
2008-03-30,278.8888888888889
2008-03-31,277.9166666666667
2008-04-01,276.94444444444446
2008-04-02,275.97222222222223
2008-04-03,275.0
2008-04-04,290.0
2008-04-05,291.6666666666667
2008-04-06,293.3333333333333
2008-04-07,295.0
2008-04-08,290.0
2008-04-09,260.0
2008-04-10,293.0
2008-04-11,291.4
2008-04-12,289.8
2008-04-13,288.2
2008-04-14,286.6
2008-04-15,285.0
2008-04-16,290.0
2008-04-17,289.0
2008-04-18,288.0
2008-04-19,287.0
2008-04-20,286.0
2008-04-21,285.0
2008-04-22,281.0
2008-04-23,280.2857142857143
2008-04-24,279.57142857142856
2008-04-25,278.85714285714283
2008-04-26,278.14285714285717
2008-04-27,277.42857142857144
2008-04-28,276.7142857142857
2008-04-29,276.0
2008-04-30,275.2857142857143
2008-05-01,274.57142857142856
2008-05-02,273.85714285714283
2008-05-03,273.14285714285717
2008-05-04,272.42857142857144
2008-05-05,271.7142857142857
2008-05-06,271.0
2008-05-07,260.0
2008-05-08,258.2
2008-05-09,256.4
2008-05-10,254.6
2008-05-11,252.8
2008-05-12,251.0
2008-05-13,261.0
2008-05-14,263.7659574468085
2008-05-15,266.531914893617
2008-05-16,269.2978723404256
2008-05-17,272.06382978723406
2008-05-18,274.82978723404256
2008-05-19,277.595744680851
2008-05-20,280.3617021276596
2008-05-21,283.1276595744681
2008-05-22,285.8936170212766
2008-05-23,288.6595744680851
2008-05-24,291.4255319148936
2008-05-25,294.1914893617021
2008-05-26,296.9574468085107
2008-05-27,299.72340425531917
2008-05-28,302.48936170212767
2008-05-29,305.2553191489362
2008-05-30,308.0212765957447
2008-05-31,310.78723404255317
2008-06-01,313.55319148936167
2008-06-02,316.3191489361702
2008-06-03,319.0851063829787
2008-06-04,321.85106382978717
2008-06-05,324.6170212765958
2008-06-06,327.3829787234044
2008-06-07,330.14893617021283
2008-06-08,332.9148936170213
2008-06-09,335.6808510638298
2008-06-10,338.4468085106384
2008-06-11,341.21276595744683
2008-06-12,343.9787234042553
2008-06-13,346.74468085106383
2008-06-14,349.5106382978724
2008-06-15,352.2765957446809
2008-06-16,355.0425531914894
2008-06-17,357.8085106382979
2008-06-18,360.5744680851063
2008-06-19,363.3404255319149
2008-06-20,366.10638297872345
2008-06-21,368.87234042553183
2008-06-22,371.63829787234044
2008-06-23,374.40425531914894
2008-06-24,377.1702127659574
2008-06-25,379.93617021276606
2008-06-26,382.7021276595743
2008-06-27,385.468085106383
2008-06-28,388.2340425531915
2008-06-29,391.0
2008-06-30,393.76595744680856
2008-07-01,396.531914893617
2008-07-02,399.2978723404257
2008-07-03,402.06382978723406
2008-07-04,404.8297872340426
2008-07-05,407.5957446808511
2008-07-06,410.3617021276596
2008-07-07,413.12765957446817
2008-07-08,415.8936170212766
2008-07-09,418.6595744680851
2008-07-10,421.4255319148937
2008-07-11,424.1914893617021
2008-07-12,426.9574468085106
2008-07-13,429.7234042553192
2008-07-14,432.48936170212767
2008-07-15,435.25531914893617
2008-07-16,438.0212765957448
2008-07-17,440.78723404255317
2008-07-18,443.5531914893617
2008-07-19,446.3191489361702
2008-07-20,449.0851063829789
2008-07-21,451.8510638297872
2008-07-22,454.61702127659584
2008-07-23,457.38297872340434
2008-07-24,460.1489361702128
2008-07-25,462.91489361702133
2008-07-26,465.6808510638298
2008-07-27,468.4468085106383
2008-07-28,471.21276595744683
2008-07-29,473.9787234042552
2008-07-30,476.74468085106383
2008-07-31,479.51063829787233
2008-08-01,482.2765957446809
2008-08-02,485.0425531914894
2008-08-03,487.8085106382979
2008-08-04,490.5744680851063
2008-08-05,493.3404255319149
2008-08-06,496.10638297872345
2008-08-07,498.872340425532
2008-08-08,501.63829787234044
2008-08-09,504.40425531914894
2008-08-10,507.1702127659574
2008-08-11,509.93617021276606
2008-08-12,512.7021276595743
2008-08-13,515.468085106383
2008-08-14,518.2340425531916
2008-08-15,521.0
2008-08-16,523.7659574468087
2008-08-17,526.5319148936171
2008-08-18,529.2978723404257
2008-08-19,532.063829787234
2008-08-20,534.8297872340426
2008-08-21,537.5957446808511
2008-08-22,540.3617021276596
2008-08-23,543.1276595744681
2008-08-24,545.8936170212767
2008-08-25,548.6595744680851
2008-08-26,551.4255319148937
2008-08-27,554.1914893617022
2008-08-28,556.9574468085107
2008-08-29,559.7234042553191
2008-08-30,562.4893617021277
2008-08-31,565.2553191489362
2008-09-01,568.0212765957448
2008-09-02,570.7872340425532
2008-09-03,573.5531914893618
2008-09-04,576.3191489361702
2008-09-05,579.0851063829788
2008-09-06,581.8510638297872
2008-09-07,584.6170212765958
2008-09-08,587.3829787234042
2008-09-09,590.1489361702128
2008-09-10,592.9148936170212
2008-09-11,595.6808510638298
2008-09-12,598.4468085106382
2008-09-13,601.2127659574469
2008-09-14,603.9787234042552
2008-09-15,606.7446808510638
2008-09-16,609.5106382978724
2008-09-17,612.2765957446809
2008-09-18,615.0425531914892
2008-09-19,617.8085106382979
2008-09-20,620.5744680851063
2008-09-21,623.3404255319149
2008-09-22,626.1063829787232
2008-09-23,628.872340425532
2008-09-24,631.6382978723404
2008-09-25,634.4042553191489
2008-09-26,637.1702127659577
2008-09-27,639.936170212766
2008-09-28,642.7021276595743
2008-09-29,645.468085106383
2008-09-30,648.2340425531916
2008-10-01,651.0
2008-10-02,651.0
2008-10-03,651.0
2008-10-04,648.0
2008-10-05,645.0
2008-10-06,642.0
2008-10-07,639.0
2008-10-08,636.0
2008-10-09,633.0
2008-10-10,630.0
2008-10-11,627.0
2008-10-12,624.0
2008-10-13,621.0
2008-10-14,571.0
2008-10-15,485.0
2008-10-16,551.0
2008-10-17,571.0
2008-10-18,577.2222222222222
2008-10-19,583.4444444444445
2008-10-20,589.6666666666666
2008-10-21,595.8888888888888
2008-10-22,602.1111111111112
2008-10-23,608.3333333333334
2008-10-24,614.5555555555555
2008-10-25,620.7777777777778
2008-10-26,627.0
2008-10-27,633.2222222222222
2008-10-28,639.4444444444445
2008-10-29,645.6666666666666
2008-10-30,651.8888888888888
2008-10-31,658.1111111111112
2008-11-01,664.3333333333334
2008-11-02,670.5555555555555
2008-11-03,676.7777777777778
2008-11-04,683.0
2008-11-05,689.2222222222223
2008-11-06,695.4444444444445
2008-11-07,701.6666666666665
2008-11-08,707.8888888888887
2008-11-09,714.1111111111113
2008-11-10,720.3333333333335
2008-11-11,726.5555555555555
2008-11-12,732.7777777777777
2008-11-13,739.0
2008-11-14,745.2222222222223
2008-11-15,751.4444444444445
2008-11-16,757.6666666666665
2008-11-17,763.8888888888887
2008-11-18,770.1111111111113
2008-11-19,776.3333333333335
2008-11-20,782.5555555555555
2008-11-21,788.7777777777777
2008-11-22,795.0
2008-11-23,801.2222222222223
2008-11-24,807.4444444444445
