2019-01-21,989,0.6,NR,Other,1000,1100,1050
2019-02-01,989,0.3,NR,Other,1000,1100,1050
2019-02-05,989,0.4,NR,Other,700,800,750
2019-02-07,989,0.7,NR,Other,800,900,850
2019-02-10,989,0.4,NR,Other,800,900,850
2019-03-01,989,0.4,NR,Other,1200,1300,1250
2019-03-05,989,0.5,NR,Other,600,700,650
2019-03-07,989,1,NR,Other,800,800,800
2019-03-16,989,0.8,NR,Other,1000,1200,1100
2019-03-23,989,0.5,NR,Other,800,900,850
2019-03-24,989,0.6,NR,Other,1000,1100,1050
2019-05-09,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-10,638,2,NR, ,0,0,0
2019-05-11,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-12,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-13,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-14,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-15,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-16,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-17,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-18,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-20,638,2,NR, ,0,0,0
2019-05-21,638,2,NR,Gram Raw(Chholia),2600,2800,2800
2019-05-22,638,2,NR, ,0,0,0
2019-05-23,638,2,NR, ,0,0,0
2019-05-25,638,1,NR, ,0,0,0
2019-05-26,638,2,NR, ,0,0,0
2019-05-28,638,2,NR, ,0,0,0
2019-05-29,638,2,NR,Gram Raw(Chholia),2800,3000,3000
2019-05-30,638,2,NR, ,0,0,0
2019-05-31,638,2,NR, ,0,0,0
2019-06-01,638,2,NR, ,0,0,0
2019-06-02,638,1,NR,Gram Raw(Chholia),2000,3000,2500
2019-06-03,638,2,NR, ,0,0,0
2019-06-04,638,2,NR, ,0,0,0
2019-06-09,638,2,NR,Gram Raw(Chholia),3000,3000,3000
2019-06-10,638,2,NR, ,0,0,0
2019-06-11,638,2,NR, ,0,0,0
2019-06-12,638,2,NR, ,0,0,0
2019-06-13,638,2,NR, ,0,0,0
2019-06-14,638,2,NR, ,0,0,0
2019-06-19,638,2,NR, ,0,0,0
2019-08-14,638,0.15,NR, ,0,0,0
2019-08-16,638,1,NR,Gram Raw(Chholia),2400,3000,2800
2019-08-18,638,0.1,NR,Gram Raw(Chholia),2900,2900,2900
2019-08-19,638,0.1,NR,Gram Raw(Chholia),3000,3000,3000
2019-10-11,638,0.2,NR, ,0,0,0
2019-10-19,638,0.1,NR, ,0,0,0
2019-10-20,638,0.1,NR, ,0,0,0
2019-10-30,638,0.1,NR, ,0,0,0
2019-10-31,638,0.1,NR, ,0,0,0
2019-11-01,638,0.2,NR,Gram Raw(Chholia),2200,3200,2600
2019-11-13,1053,0.1,NR,Gram Raw(Chholia),3500,3500,3500
2019-11-15,1053,0.2,NR,Gram Raw(Chholia),800,1000,900
2019-11-16,1053,0.1,NR,Gram Raw(Chholia),3000,3000,3000
2019-12-07,638,1.5,NR,Gram Raw(Chholia),2200,3200,2700
2019-12-10,638,1,NR,Gram Raw(Chholia),2000,3000,2500
2019-12-12,638,1,NR,Gram Raw(Chholia),2200,3200,2800
2019-12-17,638,2,NR,Gram Raw(Chholia),2200,3400,2600
2019-12-18,638,1,NR,Gram Raw(Chholia),1600,2000,1800
2019-12-19,638,1,NR,Gram Raw(Chholia),2200,3200,2800
2019-12-20,638,1,NR,Gram Raw(Chholia),2000,3000,2500
2019-12-21,638,1,NR,Gram Raw(Chholia),2200,3200,2800
2019-12-22,638,2,NR,Gram Raw(Chholia),2200,3400,2800
2019-12-24,638,1,NR,Gram Raw(Chholia),2000,3000,2600
2019-12-25,638,1,NR,Gram Raw(Chholia),2000,3000,2500
2019-12-27,638,1,NR,Gram Raw(Chholia),2300,3200,2800
2019-12-29,638,1,NR,Gram Raw(Chholia),2000,3200,2800
2019-12-30,638,1,NR,Gram Raw(Chholia),2200,3200,2700
2020-01-01,638,1,NR,Gram Raw(Chholia),2200,3200,2600
2020-01-02,638,2,NR,Gram Raw(Chholia),2000,3200,2800
2020-01-06,638,1,NR,Gram Raw(Chholia),2000,3500,2700
2020-01-10,638,2,NR,Gram Raw(Chholia),2200,3200,2800
2020-01-12,638,2,NR,Gram Raw(Chholia),2200,3200,2800
2020-01-14,638,1,NR,Gram Raw(Chholia),2200,3200,3000
2020-01-15,638,1,NR,Gram Raw(Chholia),2000,3000,2500
2020-01-16,638,2,NR,Gram Raw(Chholia),2200,3200,2800
2020-01-17,638,1,NR,Gram Raw(Chholia),2200,3200,2800
2020-01-18,638,1,NR,Gram Raw(Chholia),2400,3200,3000
2020-01-19,638,1,NR,Gram Raw(Chholia),2400,3200,2800
2020-01-21,638,1,NR,Gram Raw(Chholia),2200,3200,2700
2020-01-24,638,2,NR,Gram Raw(Chholia),2200,3200,2800
2020-01-25,638,1,NR,Gram Raw(Chholia),2200,3000,2600
2020-01-27,638,1,NR,Gram Raw(Chholia),2400,3200,2800
2020-01-28,638,1,NR,Gram Raw(Chholia),2400,3200,2800
