2018-12-21,920,7,NR,Basmati 1509,2800,3400,3100
2018-12-22,920,9,NR,Basmati 1509,2800,3450,3100
2018-12-24,707,423,NR, ,0,0,0
2018-12-24,920,9,NR,Basmati 1509,2800,3400,3100
2018-12-25,207,263.1,NR,1121,4600,5430,5385
2018-12-25,250,195,NR,1121,3000,3510,3280
2018-12-25,250,195,NR,Basmati 1509,3000,3180,3100
2018-12-25,707,325,NR, ,0,0,0
2018-12-25,920,8,NR,Basmati 1509,2800,3400,3100
2018-12-26,1209,350,NR, ,0,0,0
2018-12-26,233,350,NR,1121,3250,3500,3400
2018-12-26,239,65,NR, ,0,0,0
2018-12-26,250,48,NR,1121,3000,3580,3300
2018-12-26,707,350,NR,1121,2625,3485,3055
2018-12-26,718,300,NR, ,0,0,0
2018-12-26,920,9,NR,Basmati 1509,2800,3400,3150
2018-12-27,1209,590,NR, ,3090,3580,3295
2018-12-27,250,77,NR,1121,3000,3540,3300
2018-12-27,499,680,NR,1121,2730,3460,3375
2018-12-27,707,613,NR,1121,2620,3495,3058
2018-12-27,920,10,NR,Basmati 1509,2800,3350,3150
2018-12-28,239,750,NR, ,0,0,0
2018-12-28,499,325,NR,1121,2995,3405,3370
2018-12-28,920,8,NR,Basmati 1509,2800,3400,3200
2018-12-29,239,250,NR, ,0,0,0
2018-12-29,499,195,NR,1121,2910,3365,3050
2018-12-29,920,8,NR,1121,2600,3000,2800
2018-12-30,920,6,NR,1121,2600,2600,2600
2018-12-31,499,38,NR,1121,3135,3355,3135
2018-12-31,707,65,NR,1121,2610,3480,3045
2018-12-31,920,5,NR,1121,2600,3000,2800
2019-01-01,239,635,NR,1121,3311,3450,3400
2019-01-01,250,76,NR, ,0,0,0
2019-01-01,499,485,NR,1121,2900,3455,3385
2019-01-01,707,139,NR,1121,2540,3465,3120
2019-01-02,250,57,NR,1121,3000,3540,3280
2019-01-02,495,7.5,NR,1121,2852,3550,3400
2019-01-02,499,121,NR,1121,2875,3475,3215
2019-01-02,707,307,NR,1121,2620,3450,3032
2019-01-02,920,5,NR,1121,2800,3200,3000
2019-01-03,250,86.9,NR,1121,3000,3535,3310
2019-01-03,495,17.5,NR,1121,2900,3490,3450
2019-01-03,499,136.1,NR,1121,2850,3420,3375
2019-01-03,707,339,NR,1121,2625,3490,3120
2019-01-03,920,2,NR,1121,2800,2800,2800
2019-01-04,250,142.5,NR,1121,3000,3550,3280
2019-01-04,495,1050,NR,1121,2850,3530,3450
2019-01-04,499,141.9,NR,1121,2840,3425,3350
2019-01-04,707,251,NR,1121,2640,3485,3065
2019-01-04,920,4,NR,1121,2800,3200,3000
2019-01-05,240,4.2,NR,1121,2800,3400,3000
2019-01-05,250,30.7,NR,1121,3000,3525,3290
2019-01-05,495,1025,NR,1121,2850,3450,3449
2019-01-05,499,89.2,NR,1121,2950,3475,3300
2019-01-05,920,3,NR,1121,2800,2800,2800
2019-01-07,250,90.2,NR,1121,3000,3560,3300
2019-01-07,495,5200,NR,1121,2951,5450,3450
2019-01-07,499,164.1,NR,1121,2750,3470,3390
2019-01-07,920,4,NR,1121,2800,2800,2800
2019-01-08,250,211.6,NR,1121,3000,3540,3280
2019-01-08,495,425,NR,1121,2810,3485,3350
2019-01-08,499,96,NR,1121,2750,3490,3425
2019-01-08,707,182,NR,1121,2900,3480,3260
2019-01-08,920,3,NR,1121,2800,2800,2800
2019-01-09,250,191.7,NR,1121,3000,3565,3285
2019-01-09,495,250,NR,1121,3041,3542,3450
2019-01-09,499,92.2,NR,1121,2850,3460,3365
2019-01-09,707,285,NR,1121,2900,3460,3265
2019-01-10,250,124.5,NR,1121,3000,3550,3295
2019-01-10,495,200,NR,1121,2815,3534,3400
2019-01-10,707,411,NR,1121,2850,3420,3165
2019-01-10,920,3,NR,1121,2800,2800,2800
2019-01-11,495,425,NR,1121,3201,3664,3450
2019-01-11,499,109,NR,1121,2900,3490,3395
2019-01-11,920,2,NR,1121,2600,2600,2600
2019-01-12,920,2,NR,1121,3200,3200,3200
2019-01-14,495,125,NR,1121,3000,3522,3450
2019-01-15,231,279,NR,1121,3300,3585,3500
2019-01-15,250,74.8,NR,1121,2950,3570,3300
2019-01-15,495,50,NR,1121,3423,3445,3423
2019-01-15,499,33,NR,1121,2825,3385,3355
2019-01-15,920,2,NR,1121,3200,3200,3200
2019-01-16,1165,59,NR,1121,3400,3510,3500
2019-01-16,231,267,NR,1121,2600,3575,3500
2019-01-16,250,78.4,NR,1121,3000,3550,3290
2019-01-16,495,100,NR,1121,3400,3568,3530
2019-01-16,499,53,NR,1121,3000,3520,3420
2019-01-16,920,2,NR,1121,2800,2800,2800
2019-01-17,231,834,NR,1121,2700,3555,3400
2019-01-17,239,520,NR,1121,3011,3450,3425
2019-01-17,250,135.1,NR,1121,3000,3570,3285
2019-01-17,495,175,NR,1121,3100,3551,3400
2019-01-17,499,52.1,NR,1121,2885,3450,3430
2019-01-17,920,2,NR,1121,2800,2800,2800
2019-01-18,231,505,NR,1121,3295,3580,3400
2019-01-18,239,510,NR,1121,3200,3460,3411
2019-01-18,495,120,NR,1121,3100,3500,3400
2019-01-18,499,14.9,NR,1121,2820,3375,3350
2019-01-18,920,2.5,NR,1121,2800,2800,2800
2019-01-19,231,429,NR,1121,3175,3575,3350
2019-01-19,239,145,NR,1121,3010,3461,3400
2019-01-19,250,78.5,NR,1121,3000,3515,3285
2019-01-19,499,48.9,NR,1121,2900,3480,3445
2019-01-19,920,2.8,NR,1121,2800,3200,3000
2019-01-21,499,9.7,NR,1121,3085,3380,3300
2019-01-22,499,11.5,NR,1121,2925,2950,2925
2019-01-22,920,1.5,NR,1121,3000,3000,3000
2019-01-23,231,108,NR,1121,3050,3530,3400
2019-01-23,250,6.9,NR,1121,3000,3625,3280
2019-01-23,495,70,NR,1121,2700,3527,3400
2019-01-23,499,150,NR,1121,2950,3525,3475
2019-01-23,920,2,NR,1121,3000,3000,3000
2019-01-24,231,99,NR,1121,2900,3540,3400
2019-01-24,250,78.7,NR,1121,3000,3650,3300
2019-01-24,495,75,NR,1121,3000,3533,3400
2019-01-24,499,200,NR,1121,2905,3525,3445
2019-01-24,920,2,NR,1121,2800,3200,3000
2019-01-25,231,216,NR,1121,2900,3540,3350
2019-01-25,250,75.3,NR,1121,3000,3635,3310
2019-01-25,495,70,NR,1121,2950,3550,3425
2019-01-25,499,225,NR,1121,2850,3520,3450
2019-01-25,920,2.5,NR,1121,2800,3200,3000
2019-01-26,231,488,NR,1121,3080,3540,3300
2019-01-26,250,85,NR,1121,3000,3645,3300
