2019-01-16,123,0.45,NR,1121,9600,9900,9900
2019-01-17,123,0.45,NR,1121,8600,9500,9500
2019-01-18,123,0.45,NR,1121,9600,9900,9900
2019-01-19,123,0.35,NR,1121,9500,9800,9800
2019-01-21,123,0.45,NR,1121,9400,9800,9600
2019-01-22,123,0.45,NR,1121,9600,9800,9800
2019-01-23,123,0.56,NR,1121,9600,9800,9800
2019-01-24,123,0.35,NR,1121,9600,9800,9800
2019-01-25,123,0.45,NR,1121,9600,9800,9800
2019-01-28,123,0.35,NR,1121,9600,9800,9800
2019-01-29,123,0.45,NR,1121,9600,9900,9900
2019-01-30,123,0.35,NR,1121,9600,9800,9800
2019-01-31,123,0.45,NR,1121,9600,9800,9800
2019-02-01,123,0.35,NR,1121,9600,9800,9800
2019-02-02,123,0.45,NR,1121,9800,9900,9900
2019-02-04,123,0.45,NR,1121,9800,9900,9900
2019-02-05,123,0.45,NR,1121,9600,9900,9900
2019-02-06,123,0.45,NR,1121,9600,9800,9800
2019-02-07,123,0.45,NR,1121,9600,9800,9800
2019-02-08,123,0.45,NR,1121,9200,9500,9500
2019-02-10,123,0.35,NR,1121,9600,9900,9900
2019-02-11,123,0.56,NR,1121,9600,9900,9900
2019-02-12,123,0.45,NR,1121,9600,9900,9900
2019-02-13,123,0.35,NR,1121,9600,9800,9800
2019-02-14,123,0.35,NR,1121,9600,9800,9800
2019-02-15,123,0.35,NR,1121,9600,9900,9900
2019-02-16,123,0.35,NR,1121,9600,9800,9800
2019-02-17,123,0.35,NR,1121,9600,9800,9800
2019-02-18,123,0.35,NR,1121,9600,9800,9800
2019-02-19,123,0.45,NR,1121,9600,9800,9800
2019-02-20,123,0.45,NR,1121,9600,9800,9800
2019-02-21,123,0.45,NR,1121,9600,9800,9800
2019-02-22,123,0.45,NR,1121,9600,9800,9800
2019-02-23,123,0.35,NR,1121,9600,9800,9800
2019-02-24,123,0.35,NR,1121,9600,9900,9900
2019-02-25,123,4.5,NR,1121,9600,9900,9900
2019-02-26,123,0.35,NR,1121,9600,9800,9800
2019-02-27,123,0.45,NR,1121,9600,9800,9800
2019-02-28,123,4,NR,1121,9400,9600,9600
2019-03-01,123,0.45,NR,1121,9400,9700,9700
2019-03-02,123,0.35,NR,1121,9600,9800,9800
2019-03-05,123,0.35,NR,1121,9600,9800,9800
2019-03-08,123,0.35,NR,1121,9600,9800,9800
2019-03-09,123,0.45,NR,1121,9600,9800,9800
2019-03-10,123,0.45,NR,1121,9200,9500,9500
2019-03-11,123,0.45,NR,1121,9600,9800,9800
2019-03-12,123,0.35,NR,1121,9600,9800,9800
2019-03-13,123,0.45,NR,1121,9600,9800,9800
2019-03-14,123,0.45,NR,1121,9600,9800,9800
2019-03-15,123,0.45,NR,1121,9600,9800,9800
2019-03-16,123,0.45,NR,1121,9600,9800,9800
2019-03-18,123,0.45,NR,1121,9600,9800,9800
2019-03-19,123,0.45,NR,1121,8600,9200,8900
2019-03-20,123,0.45,NR,1121,9200,9500,9500
2019-03-21,123,0.45,NR,1121,9200,9500,9500
2019-03-22,123,0.35,NR,1121,9200,9500,9500
2019-03-23,123,0.45,NR,1121,9200,9600,9600
2019-03-24,123,0.35,NR,1121,9600,9800,9800
2019-03-25,123,0.45,NR,1121,9200,9800,9600
2019-03-26,123,0.35,NR,1121,9600,9800,9800
2019-03-27,123,0.45,NR,1121,9600,9800,9800
2019-03-28,123,0.35,NR,1121,9200,9500,9500
2019-06-01,123,0.35,NR,1121,9500,9800,9800
2019-06-03,123,0.45,NR,1121,9600,9800,9800
2019-06-10,123,0.35,NR,1121,9600,9800,9800
2019-06-11,123,0.45,NR,1121,9600,9800,9800
2019-06-12,123,4.5,NR,1121,9600,9800,9800
2019-06-13,123,0.45,NR,1121,9600,9800,9800
2019-06-14,123,0.35,NR,1121,9600,9800,9800
2019-06-15,123,0.45,NR,1121,9600,9800,9800
2019-06-21,123,0.45,NR,1121,9600,9800,9800
2019-06-22,123,0.45,NR,1121,9600,9800,9800
2019-06-23,123,0.35,NR, ,0,0,0
2019-06-24,123,0.35,NR, ,0,0,0
2019-06-25,123,0.45,NR, ,0,0,0
2019-06-28,123,0.45,NR,1121,9600,9800,9800
2019-06-29,123,0.45,NR,1121,9600,9800,9800
2019-06-30,123,0.45,NR,1121,9600,9800,9800
2019-07-01,123,0.45,NR,1121,9600,9800,9800
2019-07-02,123,0.45,NR,1121,9800,9900,9800
2019-07-03,123,0.35,NR,1121,9600,9800,9800
2019-07-04,123,0.45,NR,1121,9600,9800,9800
2019-07-05,123,0.45,NR,1121,9600,9800,9800
2019-07-06,123,0.45,NR,1121,9800,9800,9800
2019-07-15,123,0.35,NR,1121,9600,9800,9800
2019-07-16,123,0.45,NR,1121,9600,9800,9800
2019-07-17,123,0.45,NR,1121,9600,9800,9800
2019-07-18,123,0.35,NR,1121,9600,9800,9800
2019-07-24,123,0.35,NR,1121,9200,9500,9500
2019-07-25,123,0.45,NR,1121,9600,9800,9800
2019-07-26,123,0.45,NR,1121,9600,9800,9800
2019-07-27,123,0.35,NR,1121,9600,9800,9800
2019-07-28,123,0.45,NR,1121,9600,9800,9800
2019-07-29,123,0.45,NR,1121,9600,9800,9800
2019-08-09,123,0.45,NR,1121,9600,9800,9800
2019-09-02,123,0.35,NR,1121,9600,9900,9800
2019-09-04,123,0.45,NR,1121,9600,9800,9800
2019-09-05,123,0.35,NR,1121,9600,9800,9800
2019-09-21,123,0.45,NR,1121,9600,9800,9800
2019-09-22,123,0.35,NR,1121,9600,9800,9800
2019-09-23,123,0.45,NR,1121,9600,9800,9800
2019-09-24,123,0.35,NR,1121,9700,9900,9900
2019-09-30,123,0.35,NR,1121,9600,9800,9800
2019-10-06,123,0.45,NR,1121,9500,9700,9700
2019-10-07,123,0.45,NR,1121,9500,9800,9700
2019-10-08,123,0.45,NR,1121,9500,9700,9700
2019-10-09,123,0.45,NR,1121,9500,9800,9600
2019-10-10,123,0.35,NR,1121,9500,9900,9700
2019-10-14,123,0.35,NR,1121,9600,9800,9800
2019-10-15,123,0.35,NR,1121,9600,9800,9800
2019-10-16,123,0.45,NR,1121,9600,9800,9800
2019-10-17,123,0.45,NR,1121,9800,9900,9900
2019-10-18,123,0.45,NR,1121,9500,9800,9800
2019-10-19,123,0.45,NR,1121,9600,9800,9800
2019-10-20,123,0.45,NR,1121,9600,9800,9800
2019-10-21,123,0.56,NR,1121,9600,9800,9800
2019-10-22,123,0.56,NR,1121,9600,9800,9800
2019-10-23,123,0.35,NR,1121,9800,9900,9900
2019-10-24,123,0.35,NR,1121,9600,9800,9800
2019-10-25,123,0.35,NR,1121,9800,9800,9800
2019-10-26,123,0.45,NR,1121,9800,9800,9800
2019-10-28,123,0.45,NR,1121,9600,9800,9800
2019-10-29,123,0.35,NR,1121,9800,9800,9800
2019-10-30,123,0.35,NR,1121,9500,9800,9800
2019-10-31,123,0.45,NR,1121,9600,9800,9800
2019-11-12,123,0.35,NR,1121,9700,99500,9900
2019-11-13,123,0.35,NR,1121,9600,9800,9800
2019-11-15,123,0.35,NR,1121,9600,9800,9800
2019-11-16,123,0.35,NR,1121,9600,9900,9800
2019-11-19,123,0.35,NR,1121,9600,9900,9900
2019-11-26,123,0.45,NR,1121,9600,9800,9800
2019-11-27,123,0.45,NR,1121,9800,9900,9900
2019-12-02,123,0.35,NR, ,0,0,0
2019-12-03,123,0.35,NR, ,0,0,0
2019-12-04,123,0.45,NR, ,0,0,0
2019-12-05,123,0.35,NR, ,0,0,0
2020-01-01,123,0.45,NR,1121,9600,9900,9800
2020-01-02,123,0.35,NR,1121,9700,9900,9900
2020-01-03,123,0.35,NR,1121,9600,9900,9800
2020-01-04,123,0.35,NR,1121,9600,9800,9800
2020-01-10,123,0.35,NR,1121,9600,9800,9800
2020-01-11,123,0.45,NR,1121,9600,9800,9800
2020-01-12,123,0.45,NR,1121,9600,9800,9800
2020-01-13,123,0.45,NR,1121,9600,9800,9800
2020-01-14,123,0.35,NR,1121,9600,9800,9800
2020-01-15,123,0.45,NR,1121,9600,9800,9800
2020-01-16,123,0.45,NR,1121,9600,9800,9800
2020-01-17,123,0.35,NR,1121,9600,9800,9800
2020-01-18,123,0.35,NR,1121,9600,9800,9800
2020-01-19,123,0.35,NR,1121,9600,9800,9800
2020-01-20,123,0.45,NR,1121,9600,9800,9800
2020-01-21,123,0.35,NR,1121,9600,9800,9800
2020-01-22,123,0.35,NR,1121,9600,9800,9800
2020-01-23,123,0.35,NR,1121,9600,9800,9800
2020-01-24,123,0.45,NR,1121,9600,9800,9800
2020-01-25,123,0.35,NR,1121,9600,9800,9800
2020-02-02,123,0.35,NR,1121,9500,9800,9800
2020-02-03,123,0.45,NR,1121,9500,9800,9800
2020-02-04,123,0.45,NR,1121,3300,3500,3500
2020-02-05,123,0.35,NR,1121,9500,9800,9800
2020-02-08,123,0.35,NR,1121,9400,9900,9700
2020-02-09,123,0.45,NR,1121,9600,9900,9800
2020-02-10,123,0.35,NR,1121,9500,9800,9800
2020-02-11,123,0.35,NR,1121,9500,9900,9800
2020-02-12,123,0.35,NR,1121,9600,9800,9800
2020-02-13,123,0.35,NR,1121,9600,9800,9800
2020-02-14,123,0.45,NR,1121,9600,9800,9800
2020-02-15,123,0.35,NR,1121,9600,9800,9800
2020-02-16,123,0.35,NR, ,0,0,0
2020-02-17,123,0.35,NR, ,0,0,0
2020-02-18,123,0.45,NR, ,0,0,0
2020-02-19,123,0.35,NR, ,0,0,0
2020-03-01,123,0.35,NR,1121,9600,9800,9800
2020-03-02,123,0.45,NR,1121,9700,9800,9800
2020-03-03,123,0.35,NR,1121,9700,9800,9800
