2018-05-28,20,50,NR,Other,15000,16000,15500
2018-05-28,20,50,NR,Other,15000,16000,15500
2018-10-03,13,12.16,NR,Royal Mishri,3500,5500,4000
2018-10-03,13,12.16,NR,Royal Mishri,3500,5500,4000
2018-10-06,13,13.86,NR,Royal Mishri,3000,4000,3500
2018-10-06,13,13.86,NR,Royal Mishri,3000,4000,3500
2018-10-07,13,8.22,NR,Royal Mishri,3500,5000,4000
2018-10-07,13,8.22,NR,Royal Mishri,3500,5000,4000
2018-10-10,13,16.36,NR,Royal Mishri,3000,5500,4000
2018-10-10,13,16.36,NR,Royal Mishri,3000,5500,4000
2018-10-11,13,21.86,NR,Royal Mishri,3000,5500,4000
2018-10-11,13,21.86,NR,Royal Mishri,3000,5500,4000
2018-10-15,13,26.86,NR,Royal Mishri,3000,4500,4000
2018-10-15,13,26.86,NR,Royal Mishri,3000,4500,4000
2018-10-16,13,16.88,NR, ,0,0,0
2018-10-16,13,16.88,NR, ,0,0,0
2018-10-17,13,19.86,NR,Royal Mishri,2500,3500,3000
2018-10-17,13,19.86,NR,Royal Mishri,2500,3500,3000
2018-10-18,13,19.86,NR,Royal Mishri,2500,3500,3000
2018-10-18,13,19.86,NR,Royal Mishri,2500,3500,3000
2018-10-20,13,16.88,NR,Royal Mishri,2500,3500,3000
2018-10-20,13,16.88,NR,Royal Mishri,2500,3500,3000
2018-10-21,13,23.96,NR,Royal Mishri,2500,4500,3500
2018-10-21,13,23.96,NR,Royal Mishri,2500,4500,3500
2018-10-22,13,29.86,NR, ,0,0,0
2018-10-22,13,29.86,NR, ,0,0,0
2018-10-23,13,28.96,NR,Royal Mishri,2500,4000,3000
2018-10-23,13,28.96,NR,Royal Mishri,2500,4000,3000
2018-10-24,13,18.96,NR,Royal Mishri,2500,4500,3500
2018-10-24,13,18.96,NR,Royal Mishri,2500,4500,3500
2018-10-25,13,28.76,NR,Royal Mishri,2500,4500,3500
2018-10-25,13,28.76,NR,Royal Mishri,2500,4500,3500
2018-10-26,13,32.46,NR,Royal Mishri,2500,4000,3500
2018-10-26,13,32.46,NR,Royal Mishri,2500,4000,3500
2018-10-27,13,16.88,NR,Royal Mishri,3500,4500,4000
2018-10-27,13,16.88,NR,Royal Mishri,3500,4500,4000
2018-10-29,13,29.86,NR,Royal Mishri,3500,4500,4000
2018-10-29,13,29.86,NR,Royal Mishri,3500,4500,4000
2018-10-30,13,21.96,NR, ,0,0,0
2018-10-30,13,21.96,NR, ,0,0,0
2018-11-01,13,23.86,NR, ,0,0,0
2018-11-01,13,23.86,NR, ,0,0,0
2018-11-02,13,16.44,NR,Royal Mishri,2500,4500,3500
2018-11-02,13,16.44,NR,Royal Mishri,2500,4500,3500
2018-11-03,13,18.96,NR,Royal Mishri,2500,3500,3000
2018-11-03,13,18.96,NR,Royal Mishri,2500,3500,3000
2018-11-04,13,14.96,NR,Royal Mishri,2500,4500,3500
2018-11-04,13,14.96,NR,Royal Mishri,2500,4500,3500
2018-11-05,13,8.96,NR,Royal Mishri,2500,4500,3500
2018-11-05,13,8.96,NR,Royal Mishri,2500,4500,3500
2018-11-06,13,6.86,NR,Royal Mishri,2500,4000,3500
2018-11-06,13,6.86,NR,Royal Mishri,2500,4000,3500
2018-11-07,13,12.86,NR, ,0,0,0
2018-11-07,13,12.86,NR, ,0,0,0
2018-11-08,13,19.86,NR,Royal Mishri,2500,4000,3000
2018-11-08,13,19.86,NR,Royal Mishri,2500,4000,3000
2018-11-12,13,13.86,NR,Royal Mishri,2500,4000,3500
2018-11-12,13,13.86,NR,Royal Mishri,2500,4000,3500
2018-11-13,13,24.96,NR, ,0,0,0
2018-11-13,13,24.96,NR, ,0,0,0
2018-11-14,13,19.86,NR,Royal Mishri,2000,4000,3000
2018-11-14,13,19.86,NR,Royal Mishri,2000,4000,3000
2018-11-15,13,13.48,NR, ,0,0,0
2018-11-15,13,13.48,NR, ,0,0,0
2018-11-16,13,16.86,NR, ,0,0,0
2018-11-16,13,16.86,NR, ,0,0,0
2018-11-17,13,14.86,NR, ,0,0,0
2018-11-17,13,14.86,NR, ,0,0,0
2018-11-18,13,10.86,NR, ,0,0,0
2018-11-18,13,10.86,NR, ,0,0,0
2018-11-19,13,13.58,NR, ,0,0,0
2018-11-19,13,13.58,NR, ,0,0,0
2018-11-20,13,19.86,NR, ,0,0,0
2018-11-20,13,19.86,NR, ,0,0,0
2018-11-21,13,18.96,NR,Royal Mishri,2500,4500,3500
2018-11-21,13,18.96,NR,Royal Mishri,2500,4500,3500
2018-11-22,13,16.52,NR,Royal Mishri,2500,4500,3000
2018-11-22,13,16.52,NR,Royal Mishri,2500,4500,3000
2018-11-23,13,12.54,NR, ,0,0,0
2018-11-23,13,12.54,NR, ,0,0,0
2018-11-24,13,14.96,NR, ,0,0,0
2018-11-24,13,14.96,NR, ,0,0,0
2018-11-25,13,16.86,NR, ,0,0,0
2018-11-25,13,16.86,NR, ,0,0,0
2018-11-26,13,18.96,NR, ,0,0,0
2018-11-26,13,18.96,NR, ,0,0,0
2018-11-27,13,14.96,NR,Royal Mishri,2500,4500,3500
2018-11-27,13,14.96,NR,Royal Mishri,2500,4500,3500
2018-11-29,13,18.76,NR,Royal Mishri,2500,4500,3500
2018-11-29,13,18.76,NR,Royal Mishri,2500,4500,3500
2018-11-30,13,19.86,NR, ,0,0,0
2018-11-30,13,19.86,NR, ,0,0,0
2018-12-01,13,15.52,NR,Royal Mishri,2500,4500,4000
2018-12-01,13,15.52,NR,Royal Mishri,2500,4500,4000
