2006-04-07,2006-05-19,Weather
2006-07-02,2006-08-14,no
2006-08-16,2006-09-28,no
2006-09-28,2006-11-10,no
2006-11-10,2006-12-23,no
2007-01-02,2007-02-13,Weather
2007-05-03,2007-06-15,no
2007-06-15,2007-07-28,no
2007-07-13,2007-08-24,Hoarding
2007-10-27,2007-12-09,no
2008-04-07,2008-05-20,no
2008-04-16,2008-05-28,Weather
2008-09-05,2008-10-17,Weather
2009-04-27,2009-06-09,no
2009-08-26,2009-10-08,no
2009-10-04,2009-11-15,Weather
2010-10-31,2010-12-12,Weather
2011-05-02,2011-06-14,no
2011-06-29,2011-08-10,Weather
2011-10-10,2011-11-22,no
2012-04-27,2012-06-08,Hoarding
2012-07-26,2012-09-07,no
2012-12-06,2013-01-17,Hoarding
2013-05-08,2013-06-19,Weather
2013-08-11,2013-09-22,Weather
2014-03-10,2014-04-22,no
2014-06-15,2014-07-27,Hoarding
2015-07-23,2015-09-03,Weather
2015-11-21,2016-01-03,no
2016-01-03,2016-02-15,no
2016-03-10,2016-04-21,Weather
2016-09-05,2016-10-18,no
2016-10-18,2016-11-30,no
2017-01-29,2017-03-13,no
2017-03-13,2017-04-25,no
2017-04-25,2017-06-07,no
2017-07-12,2017-08-24,no
2017-08-09,2017-09-20,Hoarding
2007-06-10,2007-07-22,supply
2007-09-04,2007-10-17,no
2007-10-17,2007-11-29,no
2007-11-29,2008-01-11,no
2008-04-07,2008-05-20,no
2008-05-20,2008-07-02,no
2008-09-08,2008-10-21,no
2009-04-27,2009-06-09,no
2009-08-26,2009-10-08,no
2009-10-08,2009-11-20,no
2010-02-08,2010-03-23,no
2010-12-11,2011-01-22,supply
2011-05-02,2011-06-14,no
2011-08-27,2011-10-08,supply
2013-08-19,2013-09-30,supply
2013-11-15,2013-12-27,supply
2014-03-10,2014-04-22,no
2016-05-22,2016-07-03,supply
2016-09-05,2016-10-18,no
2016-10-18,2016-11-30,no
2016-12-23,2017-02-03,supply
2017-03-19,2017-05-01,no
2017-07-12,2017-08-24,no
2019-09-13,2019-10-25,supply
