Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Alirajpur,18/12/2019,4, ,NR,NR,NR,
Jobat,10/12/2019,2, ,NR,NR,NR,
,16/12/2019,5.1, ,NR,NR,NR,
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Alirajpur,18/12/2019,4, ,NR,NR,NR,
Jobat,10/12/2019,2, ,NR,NR,NR,
,16/12/2019,5.1, ,NR,NR,NR,
