DATE,DISPERSION
2006-12-01,0.0832850026404698
2007-01-01,0.1016214109152796
2008-02-01,0.0750311148870746
2008-04-01,0.0823832543866304
2008-12-01,0.0913279035039362
2009-01-01,0.09839813535271
2010-02-01,0.0830630443780609
2010-03-01,0.0934949499846712
2011-12-01,0.0820038326710217
2012-01-01,0.0742923971282153
2014-08-01,0.0969602180245076
2016-01-01,0.0601154391892287
2016-02-01,0.0559321811786271
2016-03-01,0.0624642398865585
2016-04-01,0.0645705664162853
2017-03-01,0.057893295672025
2017-04-01,0.0714081527146085
2017-05-01,0.0868865916594912
2017-10-01,0.0842886771852805
2017-11-01,0.088756448710726
2019-11-01,0.0523203106797287
2021-05-01,0.0370022803062451
2021-06-01,0.0369895701945067
