Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/05/2015,40,Desi,NR,NR,560
Achalda,02/05/2015,35,Desi,NR,NR,575
Achalda,04/05/2015,60,Desi,NR,NR,550
Achalda,05/05/2015,48,Desi,NR,NR,570
Achalda,06/05/2015,57.5,Desi,NR,NR,540
Achalda,07/05/2015,65,Desi,NR,NR,525
Achalda,08/05/2015,48,Desi,NR,NR,550
Achalda,09/05/2015,30,Desi,NR,NR,575
Achalda,11/05/2015,40,Desi,NR,NR,560
Achalda,12/05/2015,35,Desi,NR,NR,575
Achalda,13/05/2015,40,Desi,NR,NR,550
Achalda,14/05/2015,50,Desi,450,600,530
Achalda,15/05/2015,34,Desi,500,650,570
Achalda,16/05/2015,28,Desi,500,650,590
Achalda,18/05/2015,47,Desi,NR,NR,550
Achalda,19/05/2015,34,Desi,500,630,570
Achalda,20/05/2015,25,Desi,NR,NR,590
Achalda,21/05/2015,40,Desi,NR,NR,560
Achalda,22/05/2015,37,Desi,NR,NR,580
Achalda,23/05/2015,45,Desi,NR,NR,550
Achalda,26/05/2015,40,Desi,NR,NR,550
Achalda,27/05/2015,30,Desi,NR,NR,570
Achalda,28/05/2015,45,Desi,500,600,550
Achalda,29/05/2015,34,Desi,NR,NR,575
Achalda,30/05/2015,25,Desi,500,650,590
Achnera,30/05/2015,470,Desi,380,420,400
Agra,02/05/2015,3500,Desi,390,460,430
Agra,04/05/2015,2900,Desi,350,450,400
Agra,05/05/2015,3000,Desi,320,430,370
Agra,06/05/2015,2980,Desi,340,430,380
Agra,07/05/2015,2920,Desi,380,450,400
Agra,08/05/2015,2850,Desi,370,430,405
Agra,09/05/2015,2880,Desi,370,430,400
Agra,11/05/2015,2880,Desi,370,450,410
Agra,12/05/2015,2920,Desi,370,450,400
Agra,16/05/2015,2800,Desi,370,450,415
Agra,18/05/2015,2950,Desi,370,450,410
Agra,20/05/2015,2950,Desi,380,440,410
Agra,21/05/2015,2920,Desi,390,455,425
Agra,22/05/2015,2900,Desi,380,440,415
Agra,23/05/2015,3000,Desi,380,440,410
Agra,25/05/2015,2800,Desi,380,475,425
Agra,26/05/2015,2780,Desi,390,460,435
Agra,27/05/2015,2850,Desi,380,455,410
Agra,28/05/2015,2820,Desi,375,440,415
Agra,29/05/2015,2800,Desi,390,465,435
Agra,30/05/2015,2700,Desi,390,480,450
Ahirora,29/05/2015,30,Other,NR,NR,600
Ajuha,04/05/2015,144.5,Desi,NR,NR,525
Ajuha,07/05/2015,128,Desi,NR,NR,540
Ajuha,11/05/2015,146,Desi,NR,NR,550
Ajuha,14/05/2015,163.5,Desi,NR,NR,560
Ajuha,18/05/2015,153.5,Desi,NR,NR,515
Ajuha,21/05/2015,126,Desi,NR,NR,520
Ajuha,25/05/2015,133,Desi,NR,NR,535
Ajuha,28/05/2015,155.5,Desi,NR,NR,540
Akbarpur,01/05/2015,55, ,NR,NR,NR
Akbarpur,05/05/2015,75, ,NR,NR,NR
Akbarpur,06/05/2015,55, ,NR,NR,NR
Akbarpur,07/05/2015,57, ,NR,NR,NR
Akbarpur,08/05/2015,27,Potato,600,660,630
Akbarpur,09/05/2015,55,Potato,600,650,625
Akbarpur,11/05/2015,55,Potato,600,680,640
Akbarpur,12/05/2015,55,Potato,600,680,640
Akbarpur,13/05/2015,64,Potato,580,670,625
Akbarpur,14/05/2015,57,Potato,575,675,625
Akbarpur,15/05/2015,59,Potato,575,675,625
Akbarpur,16/05/2015,57,Potato,570,670,625
Akbarpur,17/05/2015,69,Potato,600,650,625
Akbarpur,18/05/2015,59,Potato,580,680,630
Akbarpur,19/05/2015,38,Potato,590,690,635
Akbarpur,20/05/2015,52,Potato,590,680,635
Akbarpur,21/05/2015,51,Potato,590,690,640
Akbarpur,22/05/2015,63,Potato,590,690,640
Akbarpur,23/05/2015,75,Potato,590,690,640
Akbarpur,25/05/2015,45,Potato,590,690,640
Akbarpur,27/05/2015,59,Potato,600,700,650
Akbarpur,28/05/2015,64,Potato,600,700,650
Akbarpur,29/05/2015,66,Potato,600,700,650
Aligarh,01/05/2015,250,Desi,400,450,430
Aligarh,02/05/2015,270,Desi,400,450,425
Aligarh,04/05/2015,300,Desi,400,460,430
Aligarh,05/05/2015,250,Desi,400,460,430
Aligarh,06/05/2015,290,Desi,390,450,410
Aligarh,07/05/2015,300,Desi,400,450,425
Aligarh,08/05/2015,250,Desi,400,450,420
Aligarh,09/05/2015,290,Desi,380,450,410
Aligarh,11/05/2015,270,Desi,400,450,420
Aligarh,12/05/2015,250,Desi,380,450,410
Aligarh,13/05/2015,290,Desi,380,440,400
Aligarh,14/05/2015,270,Desi,380,450,410
Aligarh,15/05/2015,260,Desi,400,460,430
Aligarh,16/05/2015,290,Desi,380,450,410
Aligarh,18/05/2015,270,Desi,380,440,415
Aligarh,19/05/2015,260,Desi,380,440,410
Aligarh,20/05/2015,270,Desi,370,420,400
Aligarh,21/05/2015,250,Desi,380,430,410
Aligarh,22/05/2015,260,Desi,350,420,400
Aligarh,23/05/2015,270,Desi,380,430,410
Aligarh,25/05/2015,270,Desi,360,425,400
Aligarh,26/05/2015,300,Desi,360,410,390
Aligarh,27/05/2015,290,Desi,360,400,380
Aligarh,28/05/2015,250,Desi,370,420,400
Aligarh,29/05/2015,270,Desi,380,450,410
Aligarh,30/05/2015,250,Desi,400,500,440
Allahabad,01/05/2015,500,Local,NR,NR,585
Allahabad,02/05/2015,460,Local,NR,NR,590
Allahabad,04/05/2015,520,Local,NR,NR,575
Allahabad,06/05/2015,530,Local,NR,NR,575
Allahabad,07/05/2015,540,Local,NR,NR,575
Allahabad,08/05/2015,560,Local,NR,NR,570
Allahabad,09/05/2015,770,Local,NR,NR,570
Allahabad,11/05/2015,530,Local,NR,NR,570
Allahabad,12/05/2015,550,Local,NR,NR,570
Allahabad,13/05/2015,510,Local,NR,NR,570
Allahabad,14/05/2015,500,Local,NR,NR,575
Allahabad,15/05/2015,520,Local,NR,NR,575
Allahabad,16/05/2015,480,Local,NR,NR,575
Allahabad,18/05/2015,510,Local,NR,NR,580
Allahabad,19/05/2015,520,Local,NR,NR,580
Allahabad,20/05/2015,460,Local,NR,NR,580
Allahabad,21/05/2015,450,Local,NR,NR,580
Allahabad,22/05/2015,400,Local,NR,NR,590
Allahabad,23/05/2015,410,Local,NR,NR,590
Allahabad,25/05/2015,420,Local,NR,NR,600
Allahabad,26/05/2015,400,Local,NR,NR,600
Allahabad,27/05/2015,360,Local,NR,NR,610
Allahabad,28/05/2015,380,Local,NR,NR,610
Allahabad,29/05/2015,360,Local,NR,NR,615
Allahabad,30/05/2015,350,Local,NR,NR,615
Amroha,30/05/2015,25,F.A.Q.,NR,NR,450
Anandnagar,02/05/2015,40,Potato,550,750,640
Anandnagar,04/05/2015,30,Potato,570,750,650
Anandnagar,05/05/2015,30,Potato,570,750,620
Anandnagar,06/05/2015,40,Potato,550,760,640
Anandnagar,11/05/2015,35,Potato,550,725,635
Anandnagar,14/05/2015,35,Potato,NR,NR,650
Anandnagar,15/05/2015,35,Potato,550,750,650
Anandnagar,16/05/2015,35,Potato,550,750,660
Anandnagar,17/05/2015,30,Potato,550,750,650
Anandnagar,18/05/2015,35,Potato,600,750,680
Anandnagar,20/05/2015,40,Potato,550,750,650
Anandnagar,21/05/2015,40,Potato,550,750,625
Anandnagar,22/05/2015,30,Potato,550,740,640
Anandnagar,25/05/2015,40,Potato,550,750,650
Anandnagar,26/05/2015,35,Potato,550,750,650
Anandnagar,27/05/2015,40,Potato,560,750,650
Anandnagar,28/05/2015,40,Potato,600,760,660
Anandnagar,29/05/2015,35,Potato,550,750,650
Anwala,29/05/2015,2835,F.A.Q.,NR,NR,600
Atarra,03/05/2015,13,Other,550,710,620
Atarra,04/05/2015,16,Other,535,700,615
Atarra,05/05/2015,14,Other,540,730,625
Atarra,06/05/2015,16.5,Other,525,700,610
Atarra,07/05/2015,14.5,Other,550,715,615
Atarra,09/05/2015,13.5,Other,550,670,600
Atarra,10/05/2015,14.5,Other,535,700,615
Atarra,11/05/2015,12,Other,560,715,625
Atarra,12/05/2015,14,Other,550,700,615
