Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/07/2015,58.5,Desi,NR,NR,620
Achalda,02/07/2015,44,Desi,NR,NR,635
Achalda,03/07/2015,35,Desi,NR,NR,645
Achalda,04/07/2015,40,Desi,NR,NR,630
Achalda,06/07/2015,50,Desi,NR,NR,610
Achalda,07/07/2015,44,Desi,NR,NR,625
Achalda,08/07/2015,30,Desi,NR,NR,640
Achalda,09/07/2015,40,Desi,NR,NR,625
Achalda,10/07/2015,35,Desi,NR,NR,645
Achalda,11/07/2015,25,Desi,NR,NR,660
Achalda,13/07/2015,45,Desi,NR,NR,620
Achalda,14/07/2015,40,Desi,NR,NR,635
Achalda,16/07/2015,45,Desi,NR,NR,630
Achalda,17/07/2015,35,Desi,NR,NR,640
Achalda,18/07/2015,30,Desi,NR,NR,650
Achalda,20/07/2015,50,Desi,NR,NR,600
Achalda,21/07/2015,40,Desi,NR,NR,620
Achalda,22/07/2015,55,Desi,NR,NR,580
Achalda,23/07/2015,60,Desi,NR,NR,570
Achalda,24/07/2015,50,Desi,NR,NR,600
Achalda,25/07/2015,54,Desi,NR,NR,575
Achalda,27/07/2015,60,Desi,NR,NR,550
Achalda,28/07/2015,50,Desi,NR,NR,580
Achalda,29/07/2015,40,Desi,NR,NR,590
Achalda,30/07/2015,60,Desi,NR,NR,550
Achalda,31/07/2015,40,Desi,NR,NR,570
Achnera,30/07/2015,400,Desi,500,580,540
Agra,02/07/2015,2100,Desi,540,610,580
Agra,03/07/2015,2000,Desi,560,630,600
Agra,04/07/2015,2050,Desi,550,625,590
Agra,06/07/2015,1950,Desi,645,735,690
Agra,07/07/2015,1900,Desi,670,730,700
Agra,08/07/2015,1920,Desi,650,740,690
Agra,09/07/2015,1960,Desi,640,720,685
Agra,10/07/2015,2100,Desi,600,710,675
Agra,14/07/2015,1850,Desi,670,750,715
Agra,20/07/2015,2080,Desi,650,740,690
Agra,22/07/2015,2150,Desi,NR,NR,680
Agra,23/07/2015,2120,Desi,NR,NR,690
