Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/10/2012,50,Desi,1100,1150,1130
Achalda,03/10/2012,30,Desi,1150,1200,1170
Achalda,04/10/2012,45,Desi,1080,1125,1100
Achalda,05/10/2012,30,Desi,1100,1170,1140
Achalda,06/10/2012,45,Desi,1075,1130,1100
Achalda,08/10/2012,50,Desi,1060,1100,1080
Achalda,09/10/2012,30,Desi,1075,1125,1100
Achalda,10/10/2012,25,Desi,1100,1140,1120
Achalda,11/10/2012,45,Desi,1050,1100,1070
Achalda,12/10/2012,30,Desi,1080,1120,1100
Achalda,13/10/2012,40,Desi,980,1025,1000
Achalda,15/10/2012,35,Desi,1015,1035,1025
Achalda,17/10/2012,27.5,Desi,1050,1100,1080
Achalda,18/10/2012,40,Desi,1000,1050,1020
Achalda,19/10/2012,45,Desi,925,970,950
Achalda,20/10/2012,50,Desi,875,925,900
Achalda,22/10/2012,55,Desi,850,900,875
Achalda,23/10/2012,40,Desi,875,925,900
Achalda,24/10/2012,30,Desi,900,950,925
Achalda,25/10/2012,35,Desi,875,925,900
Achalda,26/10/2012,25,Desi,975,1025,1000
Achalda,27/10/2012,20,Desi,1000,1050,1025
Achalda,29/10/2012,35,Desi,960,1000,980
Achalda,30/10/2012,30,Desi,975,1025,1000
Achalda,31/10/2012,40,Desi,925,975,950
Agra,02/10/2012,1340,Potato,NR,NR,1070
Agra,03/10/2012,1300,Potato,NR,NR,1080
Agra,04/10/2012,1360,Potato,NR,NR,1050
Agra,05/10/2012,1345,Potato,NR,NR,1055
Agra,06/10/2012,1375,Potato,NR,NR,1050
Agra,07/10/2012,1390,Potato,NR,NR,1040
Agra,08/10/2012,1400,Potato,NR,NR,1025
Agra,09/10/2012,1370,Potato,NR,NR,1030
Agra,10/10/2012,1350,Potato,NR,NR,1035
Agra,11/10/2012,1370,Potato,NR,NR,1010
Agra,13/10/2012,1460,Potato,NR,NR,915
Agra,15/10/2012,1495,Potato,NR,NR,900
Agra,16/10/2012,1560,Potato,NR,NR,890
Agra,17/10/2012,1545,Potato,NR,NR,895
Agra,18/10/2012,1560,Potato,NR,NR,885
Agra,19/10/2012,1595,Potato,NR,NR,880
Agra,20/10/2012,1610,Potato,NR,NR,870
Agra,21/10/2012,1630,Potato,NR,NR,850
Agra,22/10/2012,1600,Potato,NR,NR,875
Agra,23/10/2012,1645,Potato,NR,NR,860
Agra,24/10/2012,1570,Potato,NR,NR,870
Agra,25/10/2012,1605,Potato,NR,NR,875
Agra,26/10/2012,1630,Potato,NR,NR,860
Agra,27/10/2012,1580,Potato,NR,NR,865
Agra,28/10/2012,1598,Potato,NR,NR,850
Agra,29/10/2012,1591,Potato,NR,NR,855
Agra,30/10/2012,1618,Potato,NR,NR,865
Agra,31/10/2012,1640,Potato,NR,NR,860
Ajuha,01/10/2012,17,Other,NR,NR,1335
Ajuha,04/10/2012,18,Other,NR,NR,1350
Ajuha,08/10/2012,19,Other,NR,NR,1270
Ajuha,11/10/2012,17,Other,NR,NR,1100
Ajuha,15/10/2012,23,Other,NR,NR,1100
Ajuha,18/10/2012,20,Badshah,NR,NR,1120
Ajuha,22/10/2012,22.5,Badshah,NR,NR,1100
Ajuha,25/10/2012,18.5,Badshah,NR,NR,1100
Ajuha,29/10/2012,19.5,Badshah,NR,NR,1050
Aliganj,30/10/2012,87,Badshah,NR,NR,NR
Aligarh,01/10/2012,300,Desi,900,1100,1020
Aligarh,02/10/2012,280,Other,900,1100,1010
Aligarh,03/10/2012,280,Other,900,1100,1000
Aligarh,04/10/2012,300,Other,900,1050,1000
Aligarh,05/10/2012,310,Other,900,1050,990
Aligarh,06/10/2012,320,Other,900,1050,965
Aligarh,08/10/2012,330,Other,800,1000,920
Aligarh,09/10/2012,350,Other,800,950,910
Aligarh,10/10/2012,370,Other,800,950,880
Aligarh,11/10/2012,340,Other,800,950,875
Aligarh,12/10/2012,290,Other,800,1000,900
Aligarh,13/10/2012,280,Other,800,950,905
Aligarh,15/10/2012,290,Other,800,950,900
Aligarh,16/10/2012,300,Desi,800,950,900
Aligarh,16/10/2012,300,Other,800,950,900
Aligarh,17/10/2012,290,Other,800,950,900
Aligarh,18/10/2012,300,Other,750,900,870
Aligarh,19/10/2012,300,Other,750,900,850
Aligarh,20/10/2012,310,Other,750,900,890
Aligarh,22/10/2012,300,Other,800,900,850
Aligarh,23/10/2012,300,Other,800,900,840
Aligarh,24/10/2012,300,Other,800,900,830
Aligarh,25/10/2012,300,Other,800,900,840
Aligarh,26/10/2012,350,Other,750,850,820
Aligarh,29/10/2012,220,Desi,800,900,825
Aligarh,30/10/2012,350,Desi,700,850,800
Amroha,02/10/2012,12,Other,NR,NR,1210
Amroha,03/10/2012,9,Other,NR,NR,1200
Amroha,04/10/2012,8,Other,NR,NR,1200
Amroha,05/10/2012,11,Other,NR,NR,1190
Amroha,06/10/2012,12,Other,NR,NR,1190
Amroha,07/10/2012,11,Other,NR,NR,1180
Amroha,08/10/2012,11,Other,NR,NR,1190
Amroha,09/10/2012,13,Other,NR,NR,1180
Amroha,10/10/2012,25,Other,NR,NR,1180
Amroha,11/10/2012,28,Other,NR,NR,1190
Amroha,12/10/2012,31,Other,NR,NR,1190
Amroha,13/10/2012,32,Other,NR,NR,1190
Amroha,14/10/2012,31,Other,NR,NR,1180
Amroha,15/10/2012,43,Other,NR,NR,1150
Amroha,16/10/2012,32,Other,NR,NR,1140
Amroha,17/10/2012,33,Other,NR,NR,1140
Amroha,18/10/2012,35,Other,NR,NR,1130
Amroha,19/10/2012,34,Other,NR,NR,1110
Amroha,20/10/2012,35,Other,NR,NR,1090
Amroha,21/10/2012,38,Other,NR,NR,1080
Amroha,22/10/2012,39,Other,NR,NR,1080
Amroha,23/10/2012,51,Other,NR,NR,1060
Amroha,24/10/2012,55,Other,NR,NR,1050
Amroha,25/10/2012,51,Other,NR,NR,1060
Amroha,26/10/2012,54,Other,NR,NR,1050
Amroha,27/10/2012,48,Other,NR,NR,1000
Amroha,28/10/2012,38,Other,NR,NR,990
Amroha,29/10/2012,28,Other,NR,NR,990
Amroha,30/10/2012,53,Other,NR,NR,990
Amroha,31/10/2012,48,Other,NR,NR,NR
Anandnagar,31/10/2012,140,Other,1100,1150,1125
Anwala,31/10/2012,1200,Desi,NR,NR,775
Atarra,01/10/2012,14,Other,NR,NR,1125
Atarra,02/10/2012,13,Other,NR,NR,1150
Atarra,03/10/2012,14,Other,NR,NR,1160
Atarra,04/10/2012,16,Other,NR,NR,1150
Atarra,06/10/2012,17,Other,NR,NR,1150
Atarra,07/10/2012,18,Other,NR,NR,1150
Atarra,08/10/2012,16,Other,NR,NR,1170
Atarra,09/10/2012,15,Other,NR,NR,1160
Atarra,10/10/2012,15,Other,NR,NR,1170
Atarra,11/10/2012,16,Other,NR,NR,1175
Atarra,13/10/2012,17.5,Other,NR,NR,1160
Atarra,14/10/2012,16,Other,NR,NR,1170
Atarra,15/10/2012,15,Other,NR,NR,1180
Atarra,16/10/2012,18,Other,NR,NR,1150
Atarra,17/10/2012,17,Other,NR,NR,1150
Atarra,18/10/2012,16,Other,NR,NR,1150
Atarra,20/10/2012,17,Other,NR,NR,1100
Atarra,21/10/2012,16,Other,NR,NR,1100
Atarra,22/10/2012,18,Other,NR,NR,1080
Atarra,23/10/2012,17,Other,NR,NR,1080
Atarra,24/10/2012,16,Other,NR,NR,1070
Atarra,25/10/2012,18,Other,NR,NR,1050
Atarra,27/10/2012,16,Other,NR,NR,1050
Atarra,28/10/2012,15,Other,NR,NR,1060
Atarra,29/10/2012,16,Other,NR,NR,1050
Atarra,30/10/2012,15,Other,NR,NR,1040
Atarra,31/10/2012,16,Other,NR,NR,1050
Auraiya,01/10/2012,65,F.A.Q.,1050,1100,1080
Auraiya,02/10/2012,70,F.A.Q.,1040,1120,1090
