Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,02/09/2012,18,Desi,1170,1200,1180
Achalda,03/09/2012,20,Desi,1150,1180,1160
Achalda,04/09/2012,18,Desi,1150,1190,1170
Achalda,05/09/2012,15,Desi,1160,1200,1180
Achalda,06/09/2012,25,Desi,1140,1180,1160
Achalda,07/09/2012,20,Desi,1160,1200,1180
Achalda,08/09/2012,22,Desi,1160,1190,1170
Achalda,10/09/2012,25,Desi,1140,1180,1160
Achalda,11/09/2012,20,Desi,1160,1200,1180
Achalda,12/09/2012,18,Desi,1170,1210,1190
Achalda,13/09/2012,25,Desi,1140,1180,1160
Achalda,14/09/2012,20,Desi,1160,1200,1180
Achalda,15/09/2012,25,Desi,1140,1180,1160
Achalda,17/09/2012,28,Desi,1140,1160,1150
Achalda,18/09/2012,25,Desi,1150,1200,1170
Achalda,19/09/2012,28,Desi,1130,1170,1150
Achalda,20/09/2012,25,Desi,1150,1200,1170
Achalda,21/09/2012,20,Desi,1170,1220,1190
Achalda,22/09/2012,30,Desi,1125,1170,1150
Achalda,24/09/2012,35,Desi,1100,1150,1120
Achalda,25/09/2012,30,Desi,1100,1150,1130
Achalda,26/09/2012,25,Desi,1125,1175,1150
Achalda,27/09/2012,37,Desi,1060,1100,1080
Achalda,28/09/2012,30,Desi,1180,1230,1210
Achalda,29/09/2012,42.5,Desi,1120,1180,1160
Agra,03/09/2012,13700,Other,1100,1250,1170
Agra,04/09/2012,13700,Other,NR,NR,NR
Agra,05/09/2012,1250,Potato,NR,NR,1170
Agra,06/09/2012,1280,Potato,1130,1180,1160
Agra,07/09/2012,1265,Potato,NR,NR,1165
Agra,08/09/2012,1275,Potato,NR,NR,1150
Agra,10/09/2012,1240,Potato,NR,NR,1160
Agra,11/09/2012,1285,Potato,NR,NR,1150
Agra,12/09/2012,1250,Potato,NR,NR,1155
Agra,13/09/2012,1230,Potato,NR,NR,1165
Agra,14/09/2012,1290,Potato,NR,NR,1140
Agra,15/09/2012,1320,Potato,NR,NR,1125
Agra,17/09/2012,1200,Potato,NR,NR,1135
Agra,18/09/2012,1180,Potato,NR,NR,1140
Agra,19/09/2012,1240,Potato,NR,NR,1130
Agra,20/09/2012,1225,Potato,NR,NR,1135
