Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,02/03/2015,65,Desi,500,640,560
Achalda,03/03/2015,45,Desi,525,650,580
Achalda,04/03/2015,35,Desi,550,650,600
Achalda,05/03/2015,55,Desi,500,650,580
Achalda,07/03/2015,50,Desi,480,650,600
Achalda,09/03/2015,60,Desi,500,650,580
Achalda,10/03/2015,50,Desi,500,650,590
Achalda,11/03/2015,60,Desi,500,650,570
Achalda,12/03/2015,45,Desi,500,640,585
Achalda,13/03/2015,30,Desi,530,650,600
Achalda,14/03/2015,40,Desi,500,650,580
Achalda,16/03/2015,35,Desi,550,650,600
Achalda,17/03/2015,45,Desi,500,650,580
Achalda,18/03/2015,35,Desi,570,650,600
Achalda,19/03/2015,50,Desi,500,625,575
Achalda,20/03/2015,40,Desi,540,640,590
Achalda,21/03/2015,46,Desi,500,630,580
Achalda,23/03/2015,58,Desi,500,645,575
Achalda,24/03/2015,45,Desi,500,660,585
Achalda,25/03/2015,50,Desi,500,600,560
Achalda,27/03/2015,40,Desi,500,625,570
Achalda,28/03/2015,35,Desi,525,660,590
Achalda,30/03/2015,45,Desi,525,640,575
Achalda,31/03/2015,35,Desi,500,650,590
Achnera,28/03/2015,550,Desi,NR,NR,500
Agra,02/03/2015,1950,Desi,520,610,580
Agra,03/03/2015,1860,Desi,560,640,600
Agra,04/03/2015,1880,Desi,550,640,590
Agra,09/03/2015,1900,Desi,540,620,580
Agra,10/03/2015,2100,Desi,520,590,550
Agra,11/03/2015,2200,Desi,410,600,510
Agra,12/03/2015,2000,Desi,480,600,530
Agra,13/03/2015,1900,Desi,480,600,540
Agra,14/03/2015,1800,Desi,500,600,560
Agra,16/03/2015,1600,Desi,520,610,580
Agra,17/03/2015,1500,Desi,510,650,600
Agra,18/03/2015,1480,Desi,550,645,605
Agra,19/03/2015,1950,Desi,510,620,580
Agra,20/03/2015,1980,Desi,515,620,575
Agra,21/03/2015,1960,Desi,510,630,590
Agra,23/03/2015,1940,Desi,550,650,600
Agra,24/03/2015,2020,Desi,400,580,520
Agra,25/03/2015,2300,Desi,430,600,500
Agra,26/03/2015,2500,Desi,430,540,490
Agra,27/03/2015,2540,Desi,430,540,480
Agra,30/03/2015,2800,Desi,310,550,400
Agra,31/03/2015,3400,Desi,300,450,390
Ahirora,30/03/2015,40,Other,NR,NR,645
Ajuha,02/03/2015,135,Desi,NR,NR,645
Ajuha,05/03/2015,158,Desi,NR,NR,645
Ajuha,09/03/2015,174,Desi,NR,NR,600
Ajuha,12/03/2015,156.5,Desi,NR,NR,615
Ajuha,16/03/2015,139.5,Desi,NR,NR,615
Ajuha,19/03/2015,122,Desi,NR,NR,635
Ajuha,23/03/2015,142.5,Desi,NR,NR,620
Ajuha,26/03/2015,174,Desi,NR,NR,580
Ajuha,30/03/2015,165,Desi,NR,NR,560
Akbarpur,01/03/2015,55,Potato,600,660,630
Akbarpur,02/03/2015,85,Potato,600,660,630
Akbarpur,03/03/2015,75,Potato,600,660,635
Akbarpur,04/03/2015,85,Potato,610,670,640
Akbarpur,05/03/2015,84,Potato,610,670,640
Akbarpur,07/03/2015,75,Potato,620,680,650
Akbarpur,08/03/2015,87,Potato,600,660,630
Akbarpur,09/03/2015,117,Potato,590,640,615
Akbarpur,10/03/2015,53,Potato,580,650,615
Akbarpur,11/03/2015,85,Potato,580,640,610
Akbarpur,12/03/2015,87,Potato,580,650,615
Akbarpur,13/03/2015,84,Potato,580,650,615
Akbarpur,14/03/2015,86,Potato,590,640,615
Akbarpur,15/03/2015,84,Potato,580,650,615
Akbarpur,16/03/2015,25,Potato,600,650,625
Akbarpur,17/03/2015,51,Potato,600,650,625
Akbarpur,18/03/2015,77,Potato,600,650,625
Akbarpur,19/03/2015,74,Potato,600,650,625
Akbarpur,20/03/2015,78,Potato,600,650,625
Akbarpur,21/03/2015,78,Potato,600,660,630
Akbarpur,22/03/2015,74,Potato,550,650,600
Akbarpur,23/03/2015,679,Potato,580,620,600
Akbarpur,24/03/2015,91,Potato,560,640,600
Akbarpur,25/03/2015,77,Potato,550,630,590
Akbarpur,26/03/2015,76,Potato,550,610,580
Akbarpur,27/03/2015,75,Potato,550,610,580
Akbarpur,28/03/2015,84,Potato,540,620,580
Akbarpur,29/03/2015,45,Potato,550,610,580
Akbarpur,30/03/2015,84,Potato,540,620,580
Aligarh,02/03/2015,400,Desi,500,600,580
Aligarh,03/03/2015,400,Desi,500,600,570
Aligarh,04/03/2015,450,Desi,500,600,560
Aligarh,05/03/2015,350,Desi,500,600,550
Aligarh,07/03/2015,300,Desi,500,600,560
Aligarh,09/03/2015,350,Desi,540,600,570
Aligarh,10/03/2015,400,Desi,500,600,540
Aligarh,11/03/2015,350,Desi,500,600,550
Aligarh,12/03/2015,400,Desi,500,600,560
Aligarh,13/03/2015,350,Desi,530,600,570
Aligarh,14/03/2015,170,Desi,580,620,590
Aligarh,16/03/2015,300,Desi,580,625,600
Aligarh,17/03/2015,350,Desi,570,620,590
Aligarh,18/03/2015,400,Desi,550,600,580
Aligarh,19/03/2015,350,Desi,540,600,570
Aligarh,20/03/2015,370,Desi,520,600,560
Aligarh,21/03/2015,350,Desi,550,600,570
Aligarh,23/03/2015,370,Desi,540,600,560
Aligarh,24/03/2015,400,Desi,500,600,550
Aligarh,27/03/2015,450,Desi,400,500,450
Aligarh,28/03/2015,500,Desi,400,450,430
Aligarh,30/03/2015,450,Desi,400,420,410
Allahabad,02/03/2015,760,Badshah,NR,NR,640
Allahabad,03/03/2015,800,Local,NR,NR,640
Allahabad,04/03/2015,750,Local,NR,NR,640
Allahabad,05/03/2015,810,Local,NR,NR,625
Allahabad,07/03/2015,650,Local,NR,NR,625
Allahabad,09/03/2015,720,Local,NR,NR,625
Allahabad,10/03/2015,820,Local,NR,NR,625
Allahabad,11/03/2015,780,Local,NR,NR,600
Allahabad,12/03/2015,700,Local,NR,NR,600
Allahabad,13/03/2015,680,Local,NR,NR,600
Allahabad,14/03/2015,300,Local,NR,NR,600
Allahabad,16/03/2015,250,Local,NR,NR,590
Allahabad,17/03/2015,480,Local,NR,NR,590
Allahabad,18/03/2015,550,Local,NR,NR,590
Allahabad,19/03/2015,560,Local,NR,NR,590
Allahabad,20/03/2015,600,Local,NR,NR,595
Allahabad,21/03/2015,700,Local,NR,NR,615
Allahabad,23/03/2015,820,Local,NR,NR,615
Allahabad,24/03/2015,760,Local,NR,NR,625
Allahabad,25/03/2015,1000,Local,NR,NR,500
Allahabad,27/03/2015,820,Local,NR,NR,500
Allahabad,28/03/2015,760,Local,NR,NR,525
Allahabad,30/03/2015,700,Local,NR,NR,525
Allahabad,31/03/2015,780,Local,NR,NR,525
Anandnagar,01/03/2015,30,Potato,600,700,650
Anandnagar,02/03/2015,40,Potato,620,720,680
Anandnagar,06/03/2015,40,Potato,600,750,675
Anandnagar,08/03/2015,30, ,NR,NR,NR
Anandnagar,09/03/2015,40, ,NR,NR,NR
Anandnagar,10/03/2015,30, ,NR,NR,NR
Anandnagar,11/03/2015,40, ,NR,NR,NR
Anandnagar,12/03/2015,60, ,NR,NR,NR
Anandnagar,13/03/2015,35, ,NR,NR,NR
Anandnagar,14/03/2015,40, ,NR,NR,NR
Anandnagar,15/03/2015,30, ,NR,NR,NR
Anandnagar,16/03/2015,40,Potato,600,750,660
Anandnagar,19/03/2015,50,Potato,600,700,650
Anandnagar,20/03/2015,35,Potato,NR,NR,650
Anandnagar,21/03/2015,40,Potato,NR,NR,650
Anandnagar,22/03/2015,3, ,NR,NR,NR
Anandnagar,23/03/2015,40,Potato,NR,NR,645
Anandnagar,25/03/2015,40, ,NR,NR,NR
Anandnagar,26/03/2015,60, ,NR,NR,NR
Anandnagar,27/03/2015,40, ,NR,NR,NR
Anandnagar,29/03/2015,30, ,NR,NR,NR
Anandnagar,30/03/2015,31, ,NR,NR,NR
Anandnagar,31/03/2015,30, ,NR,NR,NR
Anoop Shahar,27/03/2015,301,F.A.Q.,460,500,480
Anwala,30/03/2015,3845,F.A.Q.,NR,NR,450
Atarra,01/03/2015,16.5,Other,650,750,700
Atarra,02/03/2015,18,Other,600,700,670
Atarra,03/03/2015,16,Other,580,700,615
Atarra,04/03/2015,14,Other,600,700,665
Atarra,05/03/2015,16,Other,625,710,650
Atarra,08/03/2015,13.5,Other,610,720,670
Atarra,09/03/2015,16.5,Other,600,700,650
Atarra,10/03/2015,14.5,Other,625,725,675
Atarra,11/03/2015,17,Other,600,700,650
Atarra,12/03/2015,16,Other,615,710,665
Atarra,14/03/2015,17.5,Other,600,700,650
Atarra,15/03/2015,16.5,Other,625,725,675
Atarra,16/03/2015,18,Other,615,715,660
Atarra,17/03/2015,19.5,Other,600,700,650
Atarra,18/03/2015,17,Other,625,715,670
