Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/01/2015,125,Desi,550,700,630
Achalda,02/01/2015,95,Desi,600,750,675
Achalda,03/01/2015,100,Desi,550,750,650
Achalda,06/01/2015,95,Desi,550,700,630
Achalda,07/01/2015,80,Desi,600,700,650
Achalda,08/01/2015,100,Desi,580,700,625
Achalda,09/01/2015,50,Desi,600,725,655
Achalda,10/01/2015,40,Desi,600,750,670
Achalda,12/01/2015,55,Desi,550,700,600
Achalda,13/01/2015,40,Desi,575,700,640
Achalda,14/01/2015,50,Desi,575,680,610
Achalda,15/01/2015,70,Desi,500,650,575
Achalda,16/01/2015,60,Desi,570,700,625
Achalda,17/01/2015,45,Desi,600,700,655
Achalda,19/01/2015,70,Desi,550,700,615
Achalda,20/01/2015,50,Desi,600,680,640
Achalda,21/01/2015,40,Desi,600,700,665
Achalda,22/01/2015,55,Desi,550,700,630
Achalda,23/01/2015,40,Desi,500,750,650
Achalda,24/01/2015,65,Desi,550,675,625
Achalda,27/01/2015,70,Desi,500,700,600
Achalda,28/01/2015,50,Desi,575,680,620
Achalda,29/01/2015,70,Desi,550,650,600
Achalda,30/01/2015,80,Desi,500,600,550
Achnera,29/01/2015,100,Desi,540,580,560
Achnera,30/01/2015,480,Desi,580,620,600
Achnera,31/01/2015,145,Desi,550,590,570
Agra,02/01/2015,1500,Desi,600,750,680
Agra,03/01/2015,1430,Desi,700,800,750
Agra,05/01/2015,1420,Desi,710,850,780
Agra,07/01/2015,1420,Desi,720,850,790
Agra,08/01/2015,1460,Desi,NR,NR,720
Agra,12/01/2015,1550,Desi,600,700,640
Agra,13/01/2015,1650,Desi,530,630,580
Agra,14/01/2015,1730,Desi,500,600,540
Agra,15/01/2015,1600,Local,550,650,600
Agra,16/01/2015,1580,Desi,550,650,610
Agra,17/01/2015,1600,Desi,520,620,575
Agra,19/01/2015,1650,Desi,510,610,560
Agra,20/01/2015,1640,Desi,500,620,570
Agra,21/01/2015,1700,Desi,500,610,560
Agra,22/01/2015,1630,Desi,550,625,600
Agra,23/01/2015,1600,Desi,550,680,610
Agra,27/01/2015,1460,Desi,600,700,650
Agra,28/01/2015,1550,Desi,580,690,630
Agra,29/01/2015,1600,Desi,550,650,600
Agra,30/01/2015,1620,Desi,540,630,590
Agra,31/01/2015,1680,Desi,550,650,610
Ahirora,29/01/2015,35,Other,NR,NR,665
Ajuha,01/01/2015,135,Desi,NR,NR,650
Ajuha,05/01/2015,146,Desi,NR,NR,665
Ajuha,08/01/2015,142,Desi,NR,NR,660
Ajuha,12/01/2015,159,Desi,NR,NR,640
Ajuha,15/01/2015,126.5,Desi,NR,NR,640
Ajuha,19/01/2015,165.5,Desi,NR,NR,620
Ajuha,22/01/2015,152,Desi,NR,NR,635
Ajuha,29/01/2015,149,Desi,NR,NR,670
Akbarpur,19/01/2015,86.5,Other,570,650,610
Akbarpur,20/01/2015,52,Potato,570,650,610
Akbarpur,21/01/2015,85,Potato,565,655,610
Akbarpur,22/01/2015,89,Potato,575,625,600
Akbarpur,23/01/2015,77,Potato,550,650,600
Akbarpur,27/01/2015,32,Potato,600,700,650
Akbarpur,28/01/2015,68,Potato,600,700,650
Akbarpur,29/01/2015,85,Potato,600,700,650
Akbarpur,30/01/2015,77,Potato,600,700,650
Aligarh,01/01/2015,350,Desi,600,700,650
Aligarh,02/01/2015,400,Desi,600,700,670
Aligarh,03/01/2015,370,Desi,620,710,680
Aligarh,05/01/2015,350,Desi,630,720,700
Aligarh,06/01/2015,370,Desi,630,720,700
Aligarh,07/01/2015,350,Desi,650,720,690
Aligarh,08/01/2015,400,Desi,640,710,680
Aligarh,09/01/2015,400,Desi,580,625,600
Aligarh,10/01/2015,400,Desi,580,630,610
Aligarh,12/01/2015,370,Desi,580,620,600
Aligarh,13/01/2015,400,Desi,570,610,580
Aligarh,14/01/2015,350,Desi,520,600,570
Aligarh,15/01/2015,360,Desi,500,600,560
Aligarh,16/01/2015,400,Desi,500,600,570
Aligarh,17/01/2015,400,Desi,550,600,580
Aligarh,19/01/2015,370,Desi,540,600,570
Aligarh,20/01/2015,400,Desi,520,580,550
