Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/08/2012,14,Desi,1200,1225,1210
Achalda,02/08/2012,13,Desi,1180,1220,1200
Achalda,03/08/2012,14,Desi,1200,1225,1210
Achalda,04/08/2012,15,Desi,1180,1220,1200
Achalda,06/08/2012,16,Desi,1180,1200,1190
Achalda,07/08/2012,17,Desi,1160,1190,1180
Achalda,08/08/2012,1.8,Desi,1175,1200,1190
Achalda,09/08/2012,17,Desi,1160,1190,1180
Achalda,10/08/2012,17.5,Desi,1160,1190,1180
Achalda,11/08/2012,18,Desi,1160,1190,1170
Achalda,13/08/2012,15,Desi,1160,1200,1180
Achalda,14/08/2012,14,Desi,1200,1220,1210
Achalda,16/08/2012,15,Desi,1200,1230,1220
Achalda,17/08/2012,14,Desi,1200,1230,1220
Achalda,18/08/2012,15,Desi,1200,1230,1210
Achalda,20/08/2012,13,Desi,1210,1230,1220
Achalda,21/08/2012,14,Desi,1180,1210,1200
Achalda,22/08/2012,13,Desi,1200,1220,1210
Achalda,23/08/2012,15,Desi,1180,1200,1190
Achalda,24/08/2012,16,Desi,1180,1200,1190
Achalda,25/08/2012,17,Desi,1160,1200,1180
Achalda,27/08/2012,16,Desi,1170,1200,1190
Achalda,28/08/2012,17,Desi,1160,1200,1180
Achalda,29/08/2012,16,Desi,1170,1210,1190
Achalda,30/08/2012,18,Desi,1160,1190,1170
Achalda,31/08/2012,15,Desi,1170,1210,1190
Agra,02/08/2012,1150,Potato,NR,NR,1220
Agra,03/08/2012,1140,Potato,NR,NR,1225
Agra,04/08/2012,1125,Potato,NR,NR,1250
Agra,05/08/2012,1120,Potato,NR,NR,1300
Agra,06/08/2012,1080,Potato,NR,NR,1350
Agra,07/08/2012,1120,Potato,NR,NR,1320
Agra,08/08/2012,1110,Potato,NR,NR,1325
Agra,09/08/2012,1105,Potato,NR,NR,1310
Agra,10/08/2012,1120,Potato,NR,NR,1300
Agra,11/08/2012,1130,Potato,NR,NR,1280
Agra,12/08/2012,11400,Other,1200,1350,1275
Agra,13/08/2012,11600,Other,1200,1350,1270
Agra,14/08/2012,1150,Potato,NR,NR,1270
Agra,16/08/2012,1180,Other,1200,1350,1250
Agra,16/08/2012,1180,Potato,NR,NR,1250
Agra,17/08/2012,1130,Potato,NR,NR,1260
Agra,18/08/2012,1190,Other,1200,1350,1240
Agra,20/08/2012,1140,Potato,NR,NR,1282
Agra,21/08/2012,1150,Potato,NR,NR,1280
Agra,22/08/2012,1190,Potato,NR,NR,1270
Agra,23/08/2012,1270,Potato,NR,NR,1240
Agra,24/08/2012,1310,Potato,NR,NR,1230
Agra,25/08/2012,1320,Potato,1200,1290,1220
Agra,27/08/2012,1340,Potato,1180,1250,1200
Agra,28/08/2012,1310,Potato,1200,1280,1215
Agra,29/08/2012,1360,Potato,1180,1235,1210
Agra,30/08/2012,1380,Potato,1180,1230,1200
Agra,31/08/2012,1340,Potato,1190,1220,1210
Ahirora,25/08/2012,80,Other,NR,NR,1250
Ajuha,02/08/2012,14.5,Badshah,NR,NR,1250
Ajuha,06/08/2012,14,Badshah,NR,NR,1285
Ajuha,09/08/2012,16.5,Badshah,NR,NR,1250
Ajuha,13/08/2012,15,Badshah,NR,NR,1235
Ajuha,16/08/2012,17,Badshah,NR,NR,1200
Ajuha,20/08/2012,16.5,Badshah,NR,NR,1200
Ajuha,23/08/2012,17,Badshah,NR,NR,NR
Ajuha,27/08/2012,18.5,Badshah,NR,NR,1250
Ajuha,30/08/2012,17,Badshah,NR,NR,1270
Ajuha,31/08/2012,17,Badshah,NR,NR,1225
Akbarpur,02/08/2012,17,Other,1150,1200,1175
Akbarpur,03/08/2012,15,Other,1150,1200,1175
Akbarpur,04/08/2012,10,Other,1150,1200,1180
Akbarpur,05/08/2012,10,Other,1150,1200,1180
Akbarpur,06/08/2012,14,Other,1140,1160,1150
Akbarpur,07/08/2012,12,Other,1140,1160,1150
Akbarpur,08/08/2012,14.5,Other,1130,1160,1150
Akbarpur,09/08/2012,12,Other,1140,1160,1150
Akbarpur,10/08/2012,14,Other,1140,1160,1150
Akbarpur,11/08/2012,12,Other,1140,1160,1150
Akbarpur,12/08/2012,14,Other,1150,1165,1155
Akbarpur,13/08/2012,11,Other,1140,1165,1155
Akbarpur,14/08/2012,12,Other,1150,1160,1155
Akbarpur,16/08/2012,15,Other,1150,1200,1175
Akbarpur,17/08/2012,12,Other,1170,1200,1180
Akbarpur,18/08/2012,15.6,Other,1170,1200,1180
Akbarpur,19/08/2012,152,Other,1170,1200,1180
Akbarpur,21/08/2012,11,Other,1170,1200,1180
Akbarpur,22/08/2012,11,Other,1170,1200,1180
Akbarpur,23/08/2012,12,Other,1180,1200,1190
Akbarpur,24/08/2012,12,Other,1190,1220,1200
Akbarpur,25/08/2012,13,Other,1190,1210,1200
Akbarpur,26/08/2012,150,Other,1180,1250,1200
Akbarpur,27/08/2012,12,Other,1200,1250,1225
Akbarpur,28/08/2012,8,Other,1200,1250,1225
Akbarpur,29/08/2012,12,Other,1210,1250,1225
Akbarpur,30/08/2012,13,Other,1240,1260,1250
Aliganj,31/08/2012,3.5,Potato,NR,NR,1180
Aligarh,01/08/2012,350,Desi,1050,1150,1110
Aligarh,03/08/2012,330,Desi,1050,1150,1120
Aligarh,04/08/2012,320,Desi,1050,1150,1125
Aligarh,06/08/2012,300,Desi,1050,1150,1130
Aligarh,07/08/2012,290,Desi,1100,1200,1160
Aligarh,08/08/2012,300,Desi,1100,1200,1165
Aligarh,09/08/2012,330,Desi,1050,1150,1120
